t,trust,state,hpl_op,hpl_dalc,est_x,est_y,est_z,gt_x,gt_y,gt_z,herr
20.948000,1.0000,NOMINAL,0.0774,0.2131,-0.0001,-0.0634,0.2191,0.0626,0.0000,0.2718,nan
20.952000,1.0000,NOMINAL,0.0774,0.2131,-0.0001,-0.0652,0.2215,0.0626,0.0000,0.2718,nan
20.956000,1.0000,NOMINAL,0.0774,0.2131,-0.0001,-0.0670,0.2239,0.0626,0.0000,0.2718,nan
20.960000,1.0000,NOMINAL,0.0774,0.2131,-0.0001,-0.0689,0.2263,0.0717,0.0000,0.2838,nan
20.968000,1.0000,NOMINAL,0.0774,0.2131,-0.0001,-0.0726,0.2312,0.0717,0.0000,0.2838,nan
20.972000,1.0000,NOMINAL,0.0774,0.2131,-0.0001,-0.0746,0.2336,0.0717,0.0000,0.2838,nan
20.976000,1.0000,NOMINAL,0.0774,0.2131,-0.0001,-0.0765,0.2360,0.0717,0.0000,0.2838,nan
20.980000,1.0000,NOMINAL,0.0774,0.2131,-0.0001,-0.0785,0.2385,0.0816,0.0000,0.2959,nan
20.988000,1.0000,NOMINAL,0.0774,0.2131,-0.0001,-0.0826,0.2433,0.0816,0.0000,0.2959,nan
20.992000,1.0000,NOMINAL,0.0774,0.2131,-0.0001,-0.0847,0.2458,0.0816,0.0000,0.2959,nan
20.996000,1.0000,NOMINAL,0.0774,0.2131,-0.0001,-0.0868,0.2482,0.0816,0.0000,0.2959,nan
21.000000,1.0000,NOMINAL,0.0774,0.2131,-0.0001,-0.0890,0.2506,0.0924,0.0000,0.3081,nan
21.008000,1.0000,NOMINAL,0.4818,1.3263,0.0147,-0.1073,0.2539,0.0924,0.0000,0.3081,nan
21.012000,0.0994,DEGRADED,0.4818,1.3263,0.0148,-0.1096,0.2563,0.0924,0.0000,0.3081,nan
21.016000,0.0994,DEGRADED,0.4818,1.3263,0.0148,-0.1120,0.2588,0.0924,0.0000,0.3081,nan
21.020000,0.0994,DEGRADED,0.4818,1.3263,0.0149,-0.1143,0.2612,0.1039,0.0000,0.3203,nan
21.028000,0.0994,DEGRADED,0.4818,1.3263,0.0151,-0.1191,0.2661,0.1039,0.0000,0.3203,nan
21.032000,0.0994,DEGRADED,0.4818,1.3263,0.0152,-0.1216,0.2686,0.1039,0.0000,0.3203,nan
21.036000,0.0994,DEGRADED,0.4818,1.3263,0.0152,-0.1241,0.2710,0.1039,0.0000,0.3203,nan
21.040000,0.0994,DEGRADED,0.4818,1.3263,0.0153,-0.1266,0.2735,0.1163,0.0000,0.3326,nan
21.048000,0.0994,DEGRADED,0.4818,1.3263,0.0162,-0.1326,0.2785,0.1163,0.0000,0.3326,nan
21.052000,0.4000,DEGRADED,0.1431,0.3938,0.0163,-0.1352,0.2809,0.1163,0.0000,0.3326,nan
21.056000,0.4000,DEGRADED,0.1431,0.3938,0.0164,-0.1378,0.2834,0.1163,0.0000,0.3326,nan
21.060000,0.4000,DEGRADED,0.1431,0.3938,0.0165,-0.1405,0.2859,0.1295,0.0001,0.3449,nan
21.068000,0.4000,DEGRADED,0.1431,0.3938,0.0166,-0.1460,0.2908,0.1295,0.0001,0.3449,nan
21.072000,0.4000,DEGRADED,0.1431,0.3938,0.0167,-0.1488,0.2932,0.1295,0.0001,0.3449,nan
21.076000,0.4000,DEGRADED,0.1431,0.3938,0.0168,-0.1516,0.2957,0.1295,0.0001,0.3449,nan
21.080000,0.4000,DEGRADED,0.1431,0.3938,0.0169,-0.1544,0.2981,0.1435,0.0001,0.3571,nan
21.088000,0.4000,DEGRADED,0.1431,0.3938,0.0170,-0.1602,0.3029,0.1435,0.0001,0.3571,nan
21.092000,0.4000,DEGRADED,0.1431,0.3938,0.0171,-0.1632,0.3053,0.1435,0.0001,0.3571,nan
21.096000,0.4000,DEGRADED,0.1431,0.3938,0.0172,-0.1661,0.3077,0.1435,0.0001,0.3571,nan
21.100000,0.4000,DEGRADED,0.1435,0.3951,0.0173,-0.1691,0.3101,0.1583,0.0001,0.3690,nan
21.108000,0.4000,DEGRADED,0.1435,0.3951,0.0168,-0.1757,0.3149,0.1583,0.0001,0.3690,nan
21.112000,0.4000,DEGRADED,0.1435,0.3951,0.0169,-0.1788,0.3173,0.1583,0.0001,0.3690,nan
21.116000,0.4000,DEGRADED,0.1435,0.3951,0.0169,-0.1819,0.3196,0.1583,0.0001,0.3690,nan
21.120000,0.4000,DEGRADED,0.1435,0.3951,0.0170,-0.1851,0.3219,0.1738,0.0001,0.3806,nan
21.128000,0.4000,DEGRADED,0.1435,0.3951,0.0172,-0.1914,0.3264,0.1738,0.0001,0.3806,nan
21.132000,0.4000,DEGRADED,0.1435,0.3951,0.0173,-0.1947,0.3286,0.1738,0.0001,0.3806,nan
21.136000,0.4000,DEGRADED,0.1435,0.3951,0.0174,-0.1979,0.3308,0.1738,0.0001,0.3806,nan
21.140000,0.4000,DEGRADED,0.1435,0.3951,0.0160,-0.2013,0.3329,0.1901,0.0001,0.3917,nan
21.148000,0.4000,DEGRADED,0.1402,0.3859,0.0161,-0.2080,0.3373,0.1901,0.0001,0.3917,nan
21.152000,0.4000,DEGRADED,0.1402,0.3859,0.0162,-0.2114,0.3394,0.1901,0.0001,0.3917,nan
21.156000,0.4000,DEGRADED,0.1402,0.3859,0.0163,-0.2148,0.3416,0.1901,0.0001,0.3917,nan
21.160000,0.4000,DEGRADED,0.1402,0.3859,0.0164,-0.2182,0.3437,0.2071,0.0001,0.4023,nan
21.168000,0.4000,DEGRADED,0.1402,0.3859,0.0165,-0.2251,0.3478,0.2071,0.0001,0.4023,nan
21.172000,0.4000,DEGRADED,0.1402,0.3859,0.0166,-0.2287,0.3499,0.2071,0.0001,0.4023,nan
21.176000,0.4000,DEGRADED,0.1402,0.3859,0.0167,-0.2322,0.3519,0.2071,0.0001,0.4023,nan
21.180000,0.4000,DEGRADED,0.1402,0.3859,0.0167,-0.2358,0.3540,0.2247,0.0001,0.4126,nan
21.188000,0.4000,DEGRADED,0.1402,0.3859,0.0169,-0.2430,0.3580,0.2247,0.0001,0.4126,nan
21.192000,0.4000,DEGRADED,0.1402,0.3859,0.0170,-0.2466,0.3599,0.2247,0.0001,0.4126,nan
21.196000,0.4000,DEGRADED,0.1422,0.3913,0.0171,-0.2503,0.3619,0.2247,0.0001,0.4126,nan
21.200000,0.4000,DEGRADED,0.1422,0.3913,0.0171,-0.2540,0.3638,0.2431,0.0002,0.4223,nan
21.208000,0.4000,DEGRADED,0.1422,0.3913,0.0143,-0.2615,0.3673,0.2431,0.0002,0.4223,nan
21.212000,0.4000,DEGRADED,0.1422,0.3913,0.0144,-0.2653,0.3692,0.2431,0.0002,0.4223,nan
21.216000,0.4000,DEGRADED,0.1422,0.3913,0.0144,-0.2691,0.3711,0.2431,0.0002,0.4223,nan
21.220000,0.4000,DEGRADED,0.1422,0.3913,0.0145,-0.2729,0.3729,0.2621,0.0002,0.4317,nan
21.228000,0.4000,DEGRADED,0.1422,0.3913,0.0146,-0.2807,0.3766,0.2621,0.0002,0.4317,nan
21.232000,0.4000,DEGRADED,0.1422,0.3913,0.0147,-0.2846,0.3784,0.2621,0.0002,0.4317,nan
21.236000,0.4000,DEGRADED,0.1422,0.3913,0.0148,-0.2885,0.3802,0.2621,0.0002,0.4317,nan
21.240000,0.4000,DEGRADED,0.1422,0.3913,0.0115,-0.2931,0.3804,0.2818,0.0002,0.4407,nan
21.248000,0.4000,DEGRADED,0.1367,0.3763,0.0116,-0.3011,0.3839,0.2818,0.0002,0.4407,nan
21.252000,0.4050,DEGRADED,0.1367,0.3763,0.0117,-0.3051,0.3856,0.2818,0.0002,0.4407,nan
21.256000,0.4050,DEGRADED,0.1367,0.3763,0.0117,-0.3092,0.3873,0.2818,0.0002,0.4407,nan
21.260000,0.4050,DEGRADED,0.1367,0.3763,0.0118,-0.3133,0.3890,0.3021,0.0002,0.4493,nan
21.268000,0.4050,DEGRADED,0.1367,0.3763,0.0119,-0.3215,0.3924,0.3021,0.0002,0.4493,nan
21.272000,0.4050,DEGRADED,0.1367,0.3763,0.0120,-0.3257,0.3940,0.3021,0.0002,0.4493,nan
21.276000,0.4050,DEGRADED,0.1367,0.3763,0.0120,-0.3299,0.3957,0.3021,0.0002,0.4493,nan
21.280000,0.4050,DEGRADED,0.1367,0.3763,0.0121,-0.3341,0.3973,0.3231,0.0003,0.4576,nan
21.288000,0.4050,DEGRADED,0.1367,0.3763,0.0122,-0.3426,0.4005,0.3231,0.0003,0.4576,nan
21.292000,0.4050,DEGRADED,0.1367,0.3763,0.0123,-0.3469,0.4021,0.3231,0.0003,0.4576,nan
21.296000,0.4050,DEGRADED,0.1367,0.3763,0.0123,-0.3512,0.4037,0.3231,0.0003,0.4576,nan
21.300000,0.4050,DEGRADED,0.1383,0.3807,0.0124,-0.3555,0.4053,0.3446,0.0003,0.4656,nan
21.308000,0.4050,DEGRADED,0.1383,0.3807,0.0110,-0.3643,0.4063,0.3446,0.0003,0.4656,nan
21.312000,0.4050,DEGRADED,0.1383,0.3807,0.0110,-0.3687,0.4079,0.3446,0.0003,0.4656,nan
21.316000,0.4050,DEGRADED,0.1383,0.3807,0.0111,-0.3731,0.4094,0.3446,0.0003,0.4656,nan
21.320000,0.4050,DEGRADED,0.1383,0.3807,0.0111,-0.3775,0.4109,0.3666,0.0003,0.4732,nan
21.328000,0.4050,DEGRADED,0.1383,0.3807,0.0113,-0.3864,0.4138,0.3666,0.0003,0.4732,nan
21.332000,0.4050,DEGRADED,0.1383,0.3807,0.0113,-0.3909,0.4153,0.3666,0.0003,0.4732,nan
21.336000,0.4050,DEGRADED,0.1383,0.3807,0.0114,-0.3954,0.4167,0.3666,0.0003,0.4732,nan
21.340000,0.4050,DEGRADED,0.1383,0.3807,0.0114,-0.3999,0.4182,0.3892,0.0004,0.4806,nan
21.348000,0.4050,DEGRADED,0.1376,0.3786,0.0115,-0.4090,0.4210,0.3892,0.0004,0.4806,nan
21.352000,0.4050,INERTIAL,0.1376,0.3786,0.0100,-0.4138,0.4202,0.3892,0.0004,0.4806,nan
21.356000,0.4050,INERTIAL,0.1376,0.3786,0.0101,-0.4184,0.4216,0.3892,0.0004,0.4806,nan
21.360000,0.4050,INERTIAL,0.1376,0.3786,0.0101,-0.4230,0.4229,0.3892,0.0004,0.4806,nan
21.368000,0.4050,INERTIAL,0.1376,0.3786,0.0103,-0.4323,0.4257,0.4124,0.0004,0.4877,nan
21.372000,0.4050,INERTIAL,0.1376,0.3786,0.0103,-0.4370,0.4270,0.4124,0.0004,0.4877,nan
21.376000,0.4050,INERTIAL,0.1376,0.3786,0.0104,-0.4417,0.4284,0.4124,0.0004,0.4877,nan
21.380000,0.4050,INERTIAL,0.1376,0.3786,0.0104,-0.4464,0.4297,0.4359,0.0004,0.4946,nan
21.388000,0.4050,INERTIAL,0.1376,0.3786,0.0106,-0.4558,0.4323,0.4359,0.0004,0.4946,nan
21.392000,0.4050,INERTIAL,0.1376,0.3786,0.0106,-0.4606,0.4336,0.4359,0.0004,0.4946,nan
21.396000,0.4050,INERTIAL,0.1376,0.3786,0.0047,-0.4657,0.4352,0.4359,0.0004,0.4946,nan
21.400000,0.4100,INERTIAL,0.1282,0.3528,0.0047,-0.4705,0.4365,0.4599,0.0005,0.5013,nan
21.408000,0.4100,INERTIAL,0.1282,0.3528,0.0048,-0.4802,0.4391,0.4599,0.0005,0.5013,nan
21.412000,0.4100,INERTIAL,0.1282,0.3528,0.0048,-0.4850,0.4403,0.4599,0.0005,0.5013,nan
21.416000,0.4100,INERTIAL,0.1282,0.3528,0.0048,-0.4899,0.4416,0.4599,0.0005,0.5013,nan
21.420000,0.4100,INERTIAL,0.1282,0.3528,0.0049,-0.4947,0.4428,0.4844,0.0005,0.5077,nan
21.428000,0.4100,INERTIAL,0.1282,0.3528,0.0050,-0.5045,0.4453,0.4844,0.0005,0.5077,nan
21.432000,0.4100,INERTIAL,0.1282,0.3528,0.0050,-0.5094,0.4465,0.4844,0.0005,0.5077,nan
21.436000,0.4100,INERTIAL,0.1282,0.3528,0.0050,-0.5144,0.4477,0.4844,0.0005,0.5077,nan
21.440000,0.4100,INERTIAL,0.1282,0.3528,0.0051,-0.5193,0.4490,0.5092,0.0006,0.5140,nan
21.448000,0.4100,INERTIAL,0.1282,0.3528,0.0052,-0.5292,0.4514,0.5092,0.0006,0.5140,nan
21.452000,0.4100,INERTIAL,0.1290,0.3550,0.0052,-0.5342,0.4526,0.5092,0.0006,0.5140,nan
21.456000,0.4100,INERTIAL,0.1290,0.3550,0.0035,-0.5387,0.4533,0.5092,0.0006,0.5140,nan
21.460000,0.4100,INERTIAL,0.1290,0.3550,0.0035,-0.5437,0.4545,0.5343,0.0006,0.5202,nan
21.468000,0.4100,INERTIAL,0.1290,0.3550,0.0036,-0.5537,0.4568,0.5343,0.0006,0.5202,nan
21.472000,0.4100,INERTIAL,0.1290,0.3550,0.0036,-0.5588,0.4580,0.5343,0.0006,0.5202,nan
21.476000,0.4100,INERTIAL,0.1290,0.3550,0.0037,-0.5638,0.4591,0.5343,0.0006,0.5202,nan
21.480000,0.4100,INERTIAL,0.1290,0.3550,0.0037,-0.5689,0.4603,0.5597,0.0007,0.5262,nan
21.488000,0.4100,INERTIAL,0.1290,0.3550,0.0038,-0.5791,0.4626,0.5597,0.0007,0.5262,nan
21.492000,0.4100,INERTIAL,0.1290,0.3550,0.0038,-0.5842,0.4637,0.5597,0.0007,0.5262,nan
21.496000,0.4100,INERTIAL,0.1290,0.3550,0.0033,-0.5888,0.4661,0.5597,0.0007,0.5262,nan
21.500000,0.4000,INERTIAL,0.1282,0.3528,0.0033,-0.5939,0.4672,0.5855,0.0008,0.5321,nan
21.508000,0.4000,INERTIAL,0.1282,0.3528,0.0034,-0.6041,0.4694,0.5855,0.0008,0.5321,nan
21.512000,0.4000,INERTIAL,0.1282,0.3528,0.0034,-0.6093,0.4705,0.5855,0.0008,0.5321,nan
21.516000,0.4000,INERTIAL,0.1282,0.3528,0.0035,-0.6144,0.4716,0.5855,0.0008,0.5321,nan
21.520000,0.4000,INERTIAL,0.1282,0.3528,0.0035,-0.6196,0.4727,0.6115,0.0008,0.5379,nan
21.528000,0.4000,INERTIAL,0.1282,0.3528,0.0036,-0.6299,0.4749,0.6115,0.0008,0.5379,nan
21.532000,0.4000,INERTIAL,0.1282,0.3528,0.0036,-0.6351,0.4760,0.6115,0.0008,0.5379,nan
21.536000,0.4000,INERTIAL,0.1282,0.3528,0.0037,-0.6403,0.4770,0.6115,0.0008,0.5379,nan
21.540000,0.4000,INERTIAL,0.1282,0.3528,0.0037,-0.6455,0.4781,0.6377,0.0009,0.5436,nan
21.548000,0.4000,INERTIAL,0.1282,0.3528,0.0025,-0.6557,0.4826,0.6377,0.0009,0.5436,nan
21.552000,0.3000,INERTIAL,0.1287,0.3544,0.0026,-0.6609,0.4836,0.6377,0.0009,0.5436,nan
21.556000,0.3000,INERTIAL,0.1287,0.3544,0.0026,-0.6661,0.4847,0.6377,0.0009,0.5436,nan
21.560000,0.3000,INERTIAL,0.1287,0.3544,0.0026,-0.6714,0.4857,0.6377,0.0009,0.5436,nan
21.568000,0.3000,INERTIAL,0.1287,0.3544,0.0027,-0.6819,0.4878,0.6641,0.0010,0.5492,nan
21.572000,0.3000,INERTIAL,0.1287,0.3544,0.0027,-0.6871,0.4889,0.6641,0.0010,0.5492,nan
21.576000,0.3000,INERTIAL,0.1287,0.3544,0.0028,-0.6924,0.4899,0.6641,0.0010,0.5492,nan
21.580000,0.3000,INERTIAL,0.1287,0.3544,0.0028,-0.6977,0.4910,0.6907,0.0011,0.5548,nan
21.588000,0.3000,INERTIAL,0.1287,0.3544,0.0029,-0.7082,0.4930,0.6907,0.0011,0.5548,nan
21.592000,0.3000,INERTIAL,0.1287,0.3544,0.0029,-0.7135,0.4941,0.6907,0.0011,0.5548,nan
21.596000,0.3000,INERTIAL,0.1287,0.3544,0.0032,-0.7173,0.5000,0.6907,0.0011,0.5548,nan
21.600000,0.3000,INERTIAL,0.1294,0.3562,0.0034,-0.7224,0.5027,0.7174,0.0011,0.5603,nan
21.608000,0.3000,INERTIAL,0.1294,0.3562,0.0034,-0.7330,0.5048,0.7174,0.0011,0.5603,nan
21.612000,0.3000,INERTIAL,0.1294,0.3562,0.0035,-0.7383,0.5058,0.7174,0.0011,0.5603,nan
21.616000,0.3000,INERTIAL,0.1294,0.3562,0.0035,-0.7436,0.5069,0.7174,0.0011,0.5603,nan
21.620000,0.3000,INERTIAL,0.1294,0.3562,0.0035,-0.7490,0.5079,0.7442,0.0012,0.5658,nan
21.628000,0.3000,INERTIAL,0.1294,0.3562,0.0036,-0.7596,0.5099,0.7442,0.0012,0.5658,nan
21.632000,0.3000,INERTIAL,0.1294,0.3562,0.0036,-0.7650,0.5109,0.7442,0.0012,0.5658,nan
21.636000,0.3000,INERTIAL,0.1294,0.3562,0.0037,-0.7703,0.5120,0.7442,0.0012,0.5658,nan
21.640000,0.3000,INERTIAL,0.1294,0.3562,0.0037,-0.7757,0.5130,0.7712,0.0013,0.5712,nan
21.648000,0.3000,INERTIAL,0.1294,0.3562,0.0038,-0.7864,0.5150,0.7712,0.0013,0.5712,nan
21.652000,0.3000,INERTIAL,0.1303,0.3587,0.0037,-0.7917,0.5181,0.7712,0.0013,0.5712,nan
21.656000,0.3000,INERTIAL,0.1303,0.3587,0.0033,-0.7962,0.5211,0.7712,0.0013,0.5712,nan
21.660000,0.3000,INERTIAL,0.1303,0.3587,0.0034,-0.8015,0.5221,0.7982,0.0014,0.5766,nan
21.668000,0.3000,INERTIAL,0.1303,0.3587,0.0034,-0.8123,0.5241,0.7982,0.0014,0.5766,nan
21.672000,0.3000,INERTIAL,0.1303,0.3587,0.0035,-0.8176,0.5251,0.7982,0.0014,0.5766,nan
21.676000,0.3000,INERTIAL,0.1303,0.3587,0.0035,-0.8230,0.5261,0.7982,0.0014,0.5766,nan
21.680000,0.3000,INERTIAL,0.1303,0.3587,0.0035,-0.8284,0.5271,0.8253,0.0015,0.5820,nan
21.688000,0.3000,INERTIAL,0.1303,0.3587,0.0036,-0.8391,0.5291,0.8253,0.0015,0.5820,nan
21.692000,0.3000,INERTIAL,0.1303,0.3587,0.0036,-0.8445,0.5301,0.8253,0.0015,0.5820,nan
21.696000,0.3000,INERTIAL,0.1303,0.3587,0.0037,-0.8499,0.5311,0.8253,0.0015,0.5820,nan
21.700000,0.3000,INERTIAL,0.1311,0.3608,0.0037,-0.8553,0.5321,0.8525,0.0016,0.5874,nan
21.708000,0.3000,INERTIAL,0.1311,0.3608,0.0033,-0.8656,0.5379,0.8525,0.0016,0.5874,nan
21.712000,0.3000,INERTIAL,0.1311,0.3608,0.0034,-0.8710,0.5389,0.8525,0.0016,0.5874,nan
21.716000,0.3000,INERTIAL,0.1311,0.3608,0.0034,-0.8764,0.5398,0.8525,0.0016,0.5874,nan
21.720000,0.3000,INERTIAL,0.1311,0.3608,0.0034,-0.8818,0.5408,0.8797,0.0017,0.5927,nan
21.728000,0.3000,INERTIAL,0.1311,0.3608,0.0035,-0.8925,0.5428,0.8797,0.0017,0.5927,nan
21.732000,0.3000,INERTIAL,0.1311,0.3608,0.0035,-0.8979,0.5438,0.8797,0.0017,0.5927,nan
21.736000,0.3000,INERTIAL,0.1311,0.3608,0.0036,-0.9033,0.5448,0.8797,0.0017,0.5927,nan
21.740000,0.3000,INERTIAL,0.1311,0.3608,0.0036,-0.9087,0.5458,0.9069,0.0018,0.5981,nan
21.748000,0.3000,INERTIAL,0.1311,0.3608,0.0034,-0.9191,0.5508,0.9069,0.0018,0.5981,nan
21.752000,0.3000,INERTIAL,0.1320,0.3633,0.0034,-0.9245,0.5518,0.9069,0.0018,0.5981,nan
21.756000,0.3000,INERTIAL,0.1320,0.3633,0.0034,-0.9299,0.5528,0.9069,0.0018,0.5981,nan
21.760000,0.3000,INERTIAL,0.1320,0.3633,0.0035,-0.9353,0.5538,0.9341,0.0020,0.6034,nan
21.768000,0.3000,INERTIAL,0.1320,0.3633,0.0035,-0.9461,0.5558,0.9341,0.0020,0.6034,nan
21.772000,0.3000,INERTIAL,0.1320,0.3633,0.0036,-0.9515,0.5568,0.9341,0.0020,0.6034,nan
21.776000,0.3000,INERTIAL,0.1320,0.3633,0.0036,-0.9569,0.5577,0.9341,0.0020,0.6034,nan
21.780000,0.3000,INERTIAL,0.1320,0.3633,0.0036,-0.9623,0.5587,0.9614,0.0021,0.6088,nan
21.788000,0.3000,INERTIAL,0.1320,0.3633,0.0037,-0.9731,0.5607,0.9614,0.0021,0.6088,nan
21.792000,0.3000,INERTIAL,0.1320,0.3633,0.0037,-0.9785,0.5617,0.9614,0.0021,0.6088,nan
21.796000,0.3000,INERTIAL,0.1320,0.3633,0.0035,-0.9837,0.5656,0.9614,0.0021,0.6088,nan
21.800000,0.3000,INERTIAL,0.1331,0.3662,0.0035,-0.9891,0.5666,0.9886,0.0022,0.6141,nan
21.808000,0.3000,INERTIAL,0.1331,0.3662,0.0036,-0.9999,0.5686,0.9886,0.0022,0.6141,nan
21.812000,0.3000,INERTIAL,0.1331,0.3662,0.0036,-1.0052,0.5696,0.9886,0.0022,0.6141,nan
21.816000,0.3000,INERTIAL,0.1331,0.3662,0.0037,-1.0106,0.5706,0.9886,0.0022,0.6141,nan
21.820000,0.3000,INERTIAL,0.1331,0.3662,0.0037,-1.0160,0.5716,1.0159,0.0023,0.6195,nan
21.828000,0.3000,INERTIAL,0.1331,0.3662,0.0038,-1.0268,0.5735,1.0159,0.0023,0.6195,nan
21.832000,0.3000,INERTIAL,0.1331,0.3662,0.0038,-1.0322,0.5745,1.0159,0.0023,0.6195,nan
21.836000,0.3000,INERTIAL,0.1331,0.3662,0.0038,-1.0376,0.5755,1.0159,0.0023,0.6195,nan
21.840000,0.3000,INERTIAL,0.1331,0.3662,0.0039,-1.0430,0.5765,1.0431,0.0025,0.6248,nan
21.848000,0.3000,INERTIAL,0.1331,0.3662,0.0036,-1.0540,0.5824,1.0431,0.0025,0.6248,nan
21.852000,0.3000,INERTIAL,0.1343,0.3696,0.0036,-1.0594,0.5834,1.0431,0.0025,0.6248,nan
21.856000,0.3000,INERTIAL,0.1343,0.3696,0.0037,-1.0648,0.5844,1.0431,0.0025,0.6248,nan
21.860000,0.3000,INERTIAL,0.1343,0.3696,0.0037,-1.0702,0.5854,1.0703,0.0026,0.6302,nan
21.868000,0.3000,INERTIAL,0.1343,0.3696,0.0038,-1.0810,0.5874,1.0703,0.0026,0.6302,nan
21.872000,0.3000,INERTIAL,0.1343,0.3696,0.0038,-1.0864,0.5884,1.0703,0.0026,0.6302,nan
21.876000,0.3000,INERTIAL,0.1343,0.3696,0.0039,-1.0918,0.5894,1.0703,0.0026,0.6302,nan
21.880000,0.3000,INERTIAL,0.1343,0.3696,0.0039,-1.0972,0.5904,1.0975,0.0027,0.6356,nan
21.888000,0.3000,INERTIAL,0.1343,0.3696,0.0040,-1.1080,0.5923,1.0975,0.0027,0.6356,nan
21.892000,0.3000,INERTIAL,0.1343,0.3696,0.0040,-1.1134,0.5933,1.0975,0.0027,0.6356,nan
21.896000,0.3000,INERTIAL,0.1343,0.3696,0.0040,-1.1188,0.5963,1.0975,0.0027,0.6356,nan
21.900000,0.3000,INERTIAL,0.1355,0.3729,0.0041,-1.1242,0.5973,1.1247,0.0029,0.6410,nan
21.908000,0.3000,INERTIAL,0.1355,0.3729,0.0041,-1.1350,0.5993,1.1247,0.0029,0.6410,nan
21.912000,0.3000,INERTIAL,0.1355,0.3729,0.0042,-1.1404,0.6003,1.1247,0.0029,0.6410,nan
21.916000,0.3000,INERTIAL,0.1355,0.3729,0.0042,-1.1458,0.6013,1.1247,0.0029,0.6410,nan
21.920000,0.3000,INERTIAL,0.1355,0.3729,0.0042,-1.1512,0.6023,1.1518,0.0030,0.6464,nan
21.928000,0.3000,INERTIAL,0.1355,0.3729,0.0043,-1.1619,0.6043,1.1518,0.0030,0.6464,nan
21.932000,0.3000,INERTIAL,0.1355,0.3729,0.0044,-1.1673,0.6053,1.1518,0.0030,0.6464,nan
21.936000,0.3000,INERTIAL,0.1355,0.3729,0.0044,-1.1727,0.6063,1.1518,0.0030,0.6464,nan
21.940000,0.3000,INERTIAL,0.1355,0.3729,0.0044,-1.1781,0.6073,1.1790,0.0032,0.6518,nan
21.948000,0.3000,INERTIAL,0.1355,0.3729,0.0043,-1.1890,0.6107,1.1790,0.0032,0.6518,nan
21.952000,0.3000,INERTIAL,0.1369,0.3768,0.0044,-1.1943,0.6117,1.1790,0.0032,0.6518,nan
21.956000,0.3000,INERTIAL,0.1369,0.3768,0.0044,-1.1997,0.6127,1.1790,0.0032,0.6518,nan
21.960000,0.3000,INERTIAL,0.1369,0.3768,0.0045,-1.2051,0.6137,1.2061,0.0033,0.6573,nan
21.968000,0.3000,INERTIAL,0.1369,0.3768,0.0045,-1.2159,0.6157,1.2061,0.0033,0.6573,nan
21.972000,0.3000,INERTIAL,0.1369,0.3768,0.0046,-1.2212,0.6167,1.2061,0.0033,0.6573,nan
21.976000,0.3000,INERTIAL,0.1369,0.3768,0.0046,-1.2266,0.6177,1.2061,0.0033,0.6573,nan
21.980000,0.3000,INERTIAL,0.1369,0.3768,0.0047,-1.2320,0.6188,1.2332,0.0035,0.6627,nan
21.988000,0.3000,INERTIAL,0.1369,0.3768,0.0047,-1.2427,0.6208,1.2332,0.0035,0.6627,nan
21.992000,0.3000,INERTIAL,0.1369,0.3768,0.0048,-1.2481,0.6218,1.2332,0.0035,0.6627,nan
21.996000,0.3000,INERTIAL,0.1369,0.3768,0.0048,-1.2535,0.6228,1.2332,0.0035,0.6627,nan
22.000000,0.3000,INERTIAL,0.1383,0.3807,0.0049,-1.2588,0.6238,1.2603,0.0036,0.6681,nan
22.008000,0.3000,INERTIAL,0.1383,0.3807,0.0050,-1.2700,0.6272,1.2603,0.0036,0.6681,nan
22.012000,0.3000,INERTIAL,0.1383,0.3807,0.0050,-1.2753,0.6282,1.2603,0.0036,0.6681,nan
22.016000,0.3000,INERTIAL,0.1383,0.3807,0.0051,-1.2807,0.6293,1.2603,0.0036,0.6681,nan
22.020000,0.3000,INERTIAL,0.1383,0.3807,0.0051,-1.2861,0.6303,1.2874,0.0038,0.6736,nan
22.028000,0.3000,INERTIAL,0.1383,0.3807,0.0052,-1.2968,0.6323,1.2874,0.0038,0.6736,nan
22.032000,0.3000,INERTIAL,0.1383,0.3807,0.0052,-1.3022,0.6333,1.2874,0.0038,0.6736,nan
22.036000,0.3000,INERTIAL,0.1383,0.3807,0.0052,-1.3079,0.6356,1.2874,0.0038,0.6736,nan
22.040000,0.3000,INERTIAL,0.1383,0.3807,0.0052,-1.3133,0.6366,1.3145,0.0039,0.6790,nan
22.048000,0.3000,INERTIAL,0.1383,0.3807,0.0053,-1.3240,0.6387,1.3145,0.0039,0.6790,nan
22.052000,0.3000,INERTIAL,0.1398,0.3848,0.0054,-1.3294,0.6397,1.3145,0.0039,0.6790,nan
22.056000,0.3000,INERTIAL,0.1398,0.3848,0.0054,-1.3348,0.6407,1.3145,0.0039,0.6790,nan
22.060000,0.3000,INERTIAL,0.1398,0.3848,0.0055,-1.3401,0.6417,1.3416,0.0041,0.6845,nan
22.068000,0.3000,INERTIAL,0.1398,0.3848,0.0055,-1.3509,0.6438,1.3416,0.0041,0.6845,nan
22.072000,0.3000,INERTIAL,0.1398,0.3848,0.0056,-1.3563,0.6448,1.3416,0.0041,0.6845,nan
22.076000,0.3000,INERTIAL,0.1398,0.3848,0.0056,-1.3616,0.6458,1.3416,0.0041,0.6845,nan
22.080000,0.3000,INERTIAL,0.1398,0.3848,0.0057,-1.3670,0.6468,1.3686,0.0043,0.6900,nan
