t,trust,state,hpl_op,hpl_dalc,est_x,est_y,est_z,gt_x,gt_y,gt_z,herr
88.416000,0.0273,INERTIAL,4.5681,12.5738,1.4669,-92.9707,1.4114,92.8350,0.5744,0.8412,nan
88.420000,0.0273,INERTIAL,4.5681,12.5738,1.4670,-92.9762,1.4110,92.8625,0.5747,0.8392,nan
88.428000,0.0273,INERTIAL,4.5681,12.5738,1.4674,-92.9873,1.4103,92.8625,0.5747,0.8392,nan
88.432000,0.0273,INERTIAL,4.5681,12.5738,1.4675,-92.9928,1.4099,92.8625,0.5747,0.8392,nan
88.436000,0.0273,INERTIAL,4.5681,12.5738,1.4677,-92.9984,1.4095,92.8625,0.5747,0.8392,nan
88.440000,0.0273,INERTIAL,4.5681,12.5738,1.4678,-93.0039,1.4092,92.8901,0.5749,0.8371,nan
88.448000,0.0023,INERTIAL,4.5713,12.5828,1.4643,-93.0150,1.4086,92.8901,0.5749,0.8371,nan
88.452000,0.0023,INERTIAL,4.5713,12.5828,1.4645,-93.0206,1.4083,92.8901,0.5749,0.8371,nan
88.456000,0.0023,INERTIAL,4.5713,12.5828,1.4646,-93.0261,1.4079,92.8901,0.5749,0.8371,nan
88.460000,0.0023,INERTIAL,4.5713,12.5828,1.4647,-93.0316,1.4075,92.9176,0.5751,0.8350,nan
88.468000,0.0023,INERTIAL,4.5713,12.5828,1.4650,-93.0427,1.4068,92.9176,0.5751,0.8350,nan
88.472000,0.0023,INERTIAL,4.5713,12.5828,1.4651,-93.0482,1.4064,92.9176,0.5751,0.8350,nan
88.476000,0.0023,INERTIAL,4.5713,12.5828,1.4653,-93.0538,1.4060,92.9176,0.5751,0.8350,nan
88.480000,0.0023,INERTIAL,4.5713,12.5828,1.4654,-93.0593,1.4056,92.9452,0.5753,0.8329,nan
88.488000,0.0023,INERTIAL,4.5713,12.5828,1.4656,-93.0704,1.4048,92.9452,0.5753,0.8329,nan
88.492000,0.0023,INERTIAL,4.5713,12.5828,1.4658,-93.0759,1.4045,92.9452,0.5753,0.8329,nan
88.496000,0.0123,INERTIAL,4.5749,12.5926,1.4659,-93.0814,1.4041,92.9452,0.5753,0.8329,nan
88.500000,0.0123,INERTIAL,4.5749,12.5926,1.4660,-93.0870,1.4037,92.9727,0.5753,0.8308,nan
88.508000,0.0123,INERTIAL,4.5749,12.5926,1.4625,-93.0980,1.4031,92.9727,0.5753,0.8308,nan
88.512000,0.0123,INERTIAL,4.5749,12.5926,1.4626,-93.1035,1.4027,92.9727,0.5753,0.8308,nan
88.516000,0.0123,INERTIAL,4.5749,12.5926,1.4627,-93.1091,1.4024,92.9727,0.5753,0.8308,nan
88.520000,0.0123,INERTIAL,4.5749,12.5926,1.4628,-93.1146,1.4020,93.0003,0.5754,0.8287,nan
88.528000,0.0123,INERTIAL,4.5749,12.5926,1.4630,-93.1257,1.4012,93.0003,0.5754,0.8287,nan
88.532000,0.0123,INERTIAL,4.5749,12.5926,1.4631,-93.1312,1.4008,93.0003,0.5754,0.8287,nan
88.536000,0.0123,INERTIAL,4.5749,12.5926,1.4632,-93.1368,1.4004,93.0003,0.5754,0.8287,nan
88.540000,0.0123,INERTIAL,4.5749,12.5926,1.4633,-93.1423,1.4000,93.0278,0.5753,0.8265,nan
88.548000,0.0023,INERTIAL,4.5782,12.6016,1.4635,-93.1534,1.3992,93.0278,0.5753,0.8265,nan
88.552000,0.0023,INERTIAL,4.5782,12.6016,1.4636,-93.1589,1.3988,93.0278,0.5753,0.8265,nan
88.556000,0.0023,INERTIAL,4.5782,12.6016,1.4616,-93.1644,1.3985,93.0278,0.5753,0.8265,nan
88.560000,0.0023,INERTIAL,4.5782,12.6016,1.4617,-93.1699,1.3981,93.0554,0.5752,0.8244,nan
88.568000,0.0023,INERTIAL,4.5782,12.6016,1.4619,-93.1810,1.3973,93.0554,0.5752,0.8244,nan
88.572000,0.0023,INERTIAL,4.5782,12.6016,1.4619,-93.1865,1.3969,93.0554,0.5752,0.8244,nan
88.576000,0.0023,INERTIAL,4.5782,12.6016,1.4620,-93.1921,1.3965,93.0554,0.5752,0.8244,nan
88.580000,0.0023,INERTIAL,4.5782,12.6016,1.4621,-93.1976,1.3961,93.0829,0.5751,0.8222,nan
88.588000,0.0023,INERTIAL,4.5782,12.6016,1.4622,-93.2087,1.3953,93.0829,0.5751,0.8222,nan
88.592000,0.0023,INERTIAL,4.5782,12.6016,1.4623,-93.2142,1.3949,93.0829,0.5751,0.8222,nan
88.596000,0.0023,INERTIAL,4.5817,12.6113,1.4623,-93.2197,1.3945,93.0829,0.5751,0.8222,nan
88.600000,0.0023,INERTIAL,4.5817,12.6113,1.4624,-93.2253,1.3941,93.0829,0.5751,0.8222,nan
88.608000,0.0023,INERTIAL,4.5817,12.6113,1.4599,-93.2363,1.3934,93.1105,0.5749,0.8200,nan
88.612000,0.0023,INERTIAL,4.5817,12.6113,1.4600,-93.2419,1.3930,93.1105,0.5749,0.8200,nan
88.616000,0.0023,INERTIAL,4.5817,12.6113,1.4600,-93.2474,1.3926,93.1105,0.5749,0.8200,nan
88.620000,0.0023,INERTIAL,4.5817,12.6113,1.4601,-93.2529,1.3922,93.1380,0.5746,0.8177,nan
88.628000,0.0023,INERTIAL,4.5817,12.6113,1.4602,-93.2640,1.3914,93.1380,0.5746,0.8177,nan
88.632000,0.0023,INERTIAL,4.5817,12.6113,1.4602,-93.2696,1.3910,93.1380,0.5746,0.8177,nan
88.636000,0.0023,INERTIAL,4.5817,12.6113,1.4603,-93.2751,1.3906,93.1380,0.5746,0.8177,nan
88.640000,0.0023,INERTIAL,4.5817,12.6113,1.4603,-93.2806,1.3902,93.1655,0.5743,0.8155,nan
88.648000,0.0073,INERTIAL,4.5850,12.6203,1.4554,-93.2911,1.3896,93.1655,0.5743,0.8155,nan
88.652000,0.0073,INERTIAL,4.5850,12.6203,1.4554,-93.2967,1.3892,93.1655,0.5743,0.8155,nan
88.656000,0.0073,INERTIAL,4.5850,12.6203,1.4554,-93.3022,1.3888,93.1655,0.5743,0.8155,nan
88.660000,0.0073,INERTIAL,4.5850,12.6203,1.4554,-93.3077,1.3884,93.1931,0.5740,0.8132,nan
88.668000,0.0073,INERTIAL,4.5850,12.6203,1.4555,-93.3188,1.3875,93.1931,0.5740,0.8132,nan
88.672000,0.0073,INERTIAL,4.5850,12.6203,1.4555,-93.3243,1.3871,93.1931,0.5740,0.8132,nan
88.676000,0.0073,INERTIAL,4.5850,12.6203,1.4555,-93.3299,1.3867,93.1931,0.5740,0.8132,nan
88.680000,0.0073,INERTIAL,4.5850,12.6203,1.4555,-93.3354,1.3863,93.2206,0.5735,0.8110,nan
88.688000,0.0073,INERTIAL,4.5850,12.6203,1.4555,-93.3465,1.3854,93.2206,0.5735,0.8110,nan
88.692000,0.0073,INERTIAL,4.5850,12.6203,1.4555,-93.3520,1.3850,93.2206,0.5735,0.8110,nan
88.696000,0.0523,INERTIAL,4.5885,12.6301,1.4539,-93.3570,1.3848,93.2206,0.5735,0.8110,nan
88.700000,0.0523,INERTIAL,4.5885,12.6301,1.4539,-93.3625,1.3844,93.2482,0.5730,0.8087,nan
88.708000,0.0523,INERTIAL,4.5885,12.6301,1.4539,-93.3736,1.3835,93.2482,0.5730,0.8087,nan
88.712000,0.0523,INERTIAL,4.5885,12.6301,1.4539,-93.3791,1.3831,93.2482,0.5730,0.8087,nan
88.716000,0.0523,INERTIAL,4.5885,12.6301,1.4539,-93.3847,1.3827,93.2482,0.5730,0.8087,nan
88.720000,0.0523,INERTIAL,4.5885,12.6301,1.4539,-93.3902,1.3822,93.2757,0.5725,0.8064,nan
88.728000,0.0523,INERTIAL,4.5885,12.6301,1.4538,-93.4013,1.3814,93.2757,0.5725,0.8064,nan
88.732000,0.0523,INERTIAL,4.5885,12.6301,1.4538,-93.4068,1.3810,93.2757,0.5725,0.8064,nan
88.736000,0.0523,INERTIAL,4.5885,12.6301,1.4524,-93.4123,1.3807,93.2757,0.5725,0.8064,nan
88.740000,0.0523,INERTIAL,4.5885,12.6301,1.4524,-93.4179,1.3802,93.3033,0.5719,0.8041,nan
88.748000,0.0023,INERTIAL,4.5917,12.6389,1.4523,-93.4289,1.3794,93.3033,0.5719,0.8041,nan
88.752000,0.0023,INERTIAL,4.5917,12.6389,1.4523,-93.4345,1.3790,93.3033,0.5719,0.8041,nan
88.756000,0.0023,INERTIAL,4.5917,12.6389,1.4522,-93.4400,1.3785,93.3033,0.5719,0.8041,nan
88.760000,0.0023,INERTIAL,4.5917,12.6389,1.4522,-93.4455,1.3781,93.3033,0.5719,0.8041,nan
88.768000,0.0023,INERTIAL,4.5917,12.6389,1.4521,-93.4566,1.3773,93.3308,0.5713,0.8017,nan
88.772000,0.0023,INERTIAL,4.5917,12.6389,1.4521,-93.4621,1.3768,93.3308,0.5713,0.8017,nan
88.776000,0.0023,INERTIAL,4.5917,12.6389,1.4520,-93.4677,1.3764,93.3308,0.5713,0.8017,nan
88.780000,0.0023,INERTIAL,4.5917,12.6389,1.4520,-93.4732,1.3760,93.3584,0.5706,0.7994,nan
88.788000,0.0023,INERTIAL,4.5917,12.6389,1.4519,-93.4843,1.3751,93.3584,0.5706,0.7994,nan
88.792000,0.0023,INERTIAL,4.5917,12.6389,1.4518,-93.4898,1.3747,93.3584,0.5706,0.7994,nan
88.796000,0.0022,INERTIAL,4.5953,12.6487,1.4518,-93.4953,1.3743,93.3584,0.5706,0.7994,nan
88.800000,0.0022,INERTIAL,4.5953,12.6487,1.4502,-93.5008,1.3739,93.3859,0.5698,0.7971,nan
88.808000,0.0022,INERTIAL,4.5953,12.6487,1.4501,-93.5118,1.3730,93.3859,0.5698,0.7971,nan
88.812000,0.0022,INERTIAL,4.5953,12.6487,1.4500,-93.5174,1.3726,93.3859,0.5698,0.7971,nan
88.816000,0.0022,INERTIAL,4.5953,12.6487,1.4500,-93.5229,1.3722,93.3859,0.5698,0.7971,nan
88.820000,0.0022,INERTIAL,4.5953,12.6487,1.4499,-93.5284,1.3717,93.4135,0.5690,0.7947,nan
88.828000,0.0022,INERTIAL,4.5953,12.6487,1.4498,-93.5395,1.3709,93.4135,0.5690,0.7947,nan
88.832000,0.0022,INERTIAL,4.5953,12.6487,1.4497,-93.5450,1.3704,93.4135,0.5690,0.7947,nan
88.836000,0.0022,INERTIAL,4.5953,12.6487,1.4496,-93.5505,1.3700,93.4135,0.5690,0.7947,nan
88.840000,0.0022,INERTIAL,4.5953,12.6487,1.4495,-93.5561,1.3696,93.4410,0.5681,0.7924,nan
88.848000,0.0022,INERTIAL,4.5985,12.6577,1.4494,-93.5671,1.3687,93.4410,0.5681,0.7924,nan
88.852000,0.0022,INERTIAL,4.5985,12.6577,1.4493,-93.5727,1.3683,93.4410,0.5681,0.7924,nan
88.856000,0.0022,INERTIAL,4.5985,12.6577,1.4478,-93.5780,1.3679,93.4410,0.5681,0.7924,nan
88.860000,0.0022,INERTIAL,4.5985,12.6577,1.4477,-93.5836,1.3674,93.4685,0.5672,0.7900,nan
88.868000,0.0022,INERTIAL,4.5985,12.6577,1.4475,-93.5946,1.3665,93.4685,0.5672,0.7900,nan
88.872000,0.0022,INERTIAL,4.5985,12.6577,1.4474,-93.6001,1.3661,93.4685,0.5672,0.7900,nan
88.876000,0.0022,INERTIAL,4.5985,12.6577,1.4473,-93.6057,1.3657,93.4685,0.5672,0.7900,nan
88.880000,0.0022,INERTIAL,4.5985,12.6577,1.4472,-93.6112,1.3652,93.4961,0.5662,0.7876,nan
88.888000,0.0022,INERTIAL,4.5985,12.6577,1.4470,-93.6223,1.3644,93.4961,0.5662,0.7876,nan
88.892000,0.0022,INERTIAL,4.5985,12.6577,1.4469,-93.6278,1.3639,93.4961,0.5662,0.7876,nan
88.896000,0.0072,INERTIAL,4.6021,12.6674,1.4468,-93.6333,1.3635,93.4961,0.5662,0.7876,nan
88.900000,0.0072,INERTIAL,4.6021,12.6674,1.4467,-93.6388,1.3630,93.5236,0.5652,0.7852,nan
88.908000,0.0072,INERTIAL,4.6021,12.6674,1.4464,-93.6499,1.3622,93.5236,0.5652,0.7852,nan
88.912000,0.0072,INERTIAL,4.6021,12.6674,1.4463,-93.6554,1.3617,93.5236,0.5652,0.7852,nan
88.916000,0.0072,INERTIAL,4.6021,12.6674,1.4447,-93.6607,1.3614,93.5236,0.5652,0.7852,nan
88.920000,0.0072,INERTIAL,4.6021,12.6674,1.4446,-93.6662,1.3609,93.5512,0.5641,0.7828,nan
88.928000,0.0072,INERTIAL,4.6021,12.6674,1.4444,-93.6773,1.3600,93.5512,0.5641,0.7828,nan
88.932000,0.0072,INERTIAL,4.6021,12.6674,1.4442,-93.6828,1.3596,93.5512,0.5641,0.7828,nan
88.936000,0.0072,INERTIAL,4.6021,12.6674,1.4441,-93.6883,1.3592,93.5512,0.5641,0.7828,nan
88.940000,0.0072,INERTIAL,4.6021,12.6674,1.4440,-93.6938,1.3587,93.5787,0.5629,0.7805,nan
88.948000,0.0072,INERTIAL,4.6053,12.6763,1.4425,-93.7046,1.3579,93.5787,0.5629,0.7805,nan
88.952000,0.0072,INERTIAL,4.6053,12.6763,1.4423,-93.7102,1.3575,93.5787,0.5629,0.7805,nan
88.956000,0.0072,INERTIAL,4.6053,12.6763,1.4422,-93.7157,1.3571,93.5787,0.5629,0.7805,nan
88.960000,0.0072,INERTIAL,4.6053,12.6763,1.4421,-93.7212,1.3566,93.6063,0.5617,0.7781,nan
88.968000,0.0072,INERTIAL,4.6053,12.6763,1.4418,-93.7323,1.3557,93.6063,0.5617,0.7781,nan
88.972000,0.0072,INERTIAL,4.6053,12.6763,1.4416,-93.7378,1.3553,93.6063,0.5617,0.7781,nan
88.976000,0.0072,INERTIAL,4.6053,12.6763,1.4414,-93.7433,1.3549,93.6063,0.5617,0.7781,nan
88.980000,0.0072,INERTIAL,4.6053,12.6763,1.4413,-93.7488,1.3544,93.6338,0.5604,0.7757,nan
88.988000,0.0072,INERTIAL,4.6053,12.6763,1.4410,-93.7599,1.3535,93.6338,0.5604,0.7757,nan
88.992000,0.0072,INERTIAL,4.6053,12.6763,1.4408,-93.7654,1.3531,93.6338,0.5604,0.7757,nan
88.996000,0.0122,INERTIAL,4.6089,12.6861,1.4406,-93.7709,1.3527,93.6338,0.5604,0.7757,nan
89.000000,0.0122,INERTIAL,4.6089,12.6861,1.4405,-93.7765,1.3522,93.6338,0.5604,0.7757,nan
89.008000,0.0122,INERTIAL,4.6089,12.6861,1.4374,-93.7878,1.3517,93.6614,0.5591,0.7733,nan
89.012000,0.0122,INERTIAL,4.6089,12.6861,1.4372,-93.7933,1.3513,93.6614,0.5591,0.7733,nan
89.016000,0.0122,INERTIAL,4.6089,12.6861,1.4371,-93.7989,1.3508,93.6614,0.5591,0.7733,nan
89.020000,0.0122,INERTIAL,4.6089,12.6861,1.4369,-93.8044,1.3504,93.6889,0.5577,0.7709,nan
89.028000,0.0122,INERTIAL,4.6089,12.6861,1.4365,-93.8154,1.3495,93.6889,0.5577,0.7709,nan
89.032000,0.0122,INERTIAL,4.6089,12.6861,1.4363,-93.8210,1.3491,93.6889,0.5577,0.7709,nan
89.036000,0.0122,INERTIAL,4.6089,12.6861,1.4361,-93.8265,1.3486,93.6889,0.5577,0.7709,nan
89.040000,0.0122,INERTIAL,4.6089,12.6861,1.4360,-93.8320,1.3482,93.7164,0.5563,0.7685,nan
89.048000,0.0122,INERTIAL,4.6121,12.6951,1.4345,-93.8430,1.3477,93.7164,0.5563,0.7685,nan
89.052000,0.0122,INERTIAL,4.6121,12.6951,1.4343,-93.8485,1.3472,93.7164,0.5563,0.7685,nan
89.056000,0.0122,INERTIAL,4.6121,12.6951,1.4341,-93.8541,1.3468,93.7164,0.5563,0.7685,nan
89.060000,0.0122,INERTIAL,4.6121,12.6951,1.4339,-93.8596,1.3463,93.7440,0.5548,0.7661,nan
89.068000,0.0122,INERTIAL,4.6121,12.6951,1.4335,-93.8706,1.3454,93.7440,0.5548,0.7661,nan
89.072000,0.0122,INERTIAL,4.6121,12.6951,1.4332,-93.8762,1.3450,93.7440,0.5548,0.7661,nan
89.076000,0.0122,INERTIAL,4.6121,12.6951,1.4330,-93.8817,1.3446,93.7440,0.5548,0.7661,nan
89.080000,0.0122,INERTIAL,4.6121,12.6951,1.4328,-93.8872,1.3441,93.7715,0.5533,0.7637,nan
89.088000,0.0122,INERTIAL,4.6121,12.6951,1.4324,-93.8982,1.3432,93.7715,0.5533,0.7637,nan
89.092000,0.0122,INERTIAL,4.6121,12.6951,1.4322,-93.9038,1.3428,93.7715,0.5533,0.7637,nan
89.096000,0.0072,INERTIAL,4.6154,12.7040,1.4319,-93.9093,1.3424,93.7715,0.5533,0.7637,nan
89.100000,0.0072,INERTIAL,4.6154,12.7040,1.4317,-93.9148,1.3419,93.7991,0.5517,0.7613,nan
89.108000,0.0072,INERTIAL,4.6154,12.7040,1.4300,-93.9258,1.3414,93.7991,0.5517,0.7613,nan
89.112000,0.0072,INERTIAL,4.6154,12.7040,1.4298,-93.9313,1.3410,93.7991,0.5517,0.7613,nan
89.116000,0.0072,INERTIAL,4.6154,12.7040,1.4295,-93.9368,1.3405,93.7991,0.5517,0.7613,nan
89.120000,0.0072,INERTIAL,4.6154,12.7040,1.4293,-93.9423,1.3401,93.8266,0.5501,0.7589,nan
89.128000,0.0072,INERTIAL,4.6154,12.7040,1.4288,-93.9534,1.3392,93.8266,0.5501,0.7589,nan
89.132000,0.0072,INERTIAL,4.6154,12.7040,1.4286,-93.9589,1.3388,93.8266,0.5501,0.7589,nan
89.136000,0.0072,INERTIAL,4.6154,12.7040,1.4283,-93.9644,1.3383,93.8266,0.5501,0.7589,nan
89.140000,0.0072,INERTIAL,4.6154,12.7040,1.4281,-93.9699,1.3379,93.8542,0.5484,0.7565,nan
89.148000,0.0072,INERTIAL,4.6189,12.7138,1.4276,-93.9810,1.3370,93.8542,0.5484,0.7565,nan
89.152000,0.0072,INERTIAL,4.6189,12.7138,1.4273,-93.9865,1.3366,93.8542,0.5484,0.7565,nan
89.156000,0.0072,INERTIAL,4.6189,12.7138,1.4246,-93.9921,1.3365,93.8542,0.5484,0.7565,nan
89.160000,0.0072,INERTIAL,4.6189,12.7138,1.4244,-93.9976,1.3360,93.8542,0.5484,0.7565,nan
89.168000,0.0072,INERTIAL,4.6189,12.7138,1.4239,-94.0087,1.3351,93.8817,0.5466,0.7541,nan
89.172000,0.0072,INERTIAL,4.6189,12.7138,1.4236,-94.0142,1.3347,93.8817,0.5466,0.7541,nan
89.176000,0.0072,INERTIAL,4.6189,12.7138,1.4233,-94.0197,1.3343,93.8817,0.5466,0.7541,nan
89.180000,0.0072,INERTIAL,4.6189,12.7138,1.4230,-94.0252,1.3338,93.9092,0.5448,0.7517,nan
89.188000,0.0072,INERTIAL,4.6189,12.7138,1.4225,-94.0363,1.3329,93.9092,0.5448,0.7517,nan
89.192000,0.0072,INERTIAL,4.6189,12.7138,1.4222,-94.0418,1.3325,93.9092,0.5448,0.7517,nan
89.196000,0.0122,INERTIAL,4.6224,12.7235,1.4219,-94.0473,1.3321,93.9092,0.5448,0.7517,nan
89.200000,0.0122,INERTIAL,4.6224,12.7235,1.4217,-94.0528,1.3316,93.9368,0.5429,0.7493,nan
89.208000,0.0122,INERTIAL,4.6224,12.7235,1.4190,-94.0639,1.3312,93.9368,0.5429,0.7493,nan
89.212000,0.0122,INERTIAL,4.6224,12.7235,1.4187,-94.0694,1.3308,93.9368,0.5429,0.7493,nan
89.216000,0.0122,INERTIAL,4.6224,12.7235,1.4184,-94.0750,1.3303,93.9368,0.5429,0.7493,nan
89.220000,0.0122,INERTIAL,4.6224,12.7235,1.4182,-94.0805,1.3299,93.9643,0.5410,0.7469,nan
89.228000,0.0122,INERTIAL,4.6224,12.7235,1.4176,-94.0915,1.3290,93.9643,0.5410,0.7469,nan
89.232000,0.0122,INERTIAL,4.6224,12.7235,1.4173,-94.0970,1.3286,93.9643,0.5410,0.7469,nan
89.236000,0.0122,INERTIAL,4.6224,12.7235,1.4170,-94.1026,1.3282,93.9643,0.5410,0.7469,nan
89.240000,0.0122,INERTIAL,4.6224,12.7235,1.4167,-94.1081,1.3277,93.9919,0.5391,0.7446,nan
89.248000,0.0572,INERTIAL,4.6257,12.7325,1.4135,-94.1189,1.3271,93.9919,0.5391,0.7446,nan
89.252000,0.0572,INERTIAL,4.6257,12.7325,1.4132,-94.1244,1.3267,93.9919,0.5391,0.7446,nan
89.256000,0.0572,INERTIAL,4.6257,12.7325,1.4129,-94.1299,1.3262,93.9919,0.5391,0.7446,nan
89.260000,0.0572,INERTIAL,4.6257,12.7325,1.4126,-94.1355,1.3258,94.0194,0.5370,0.7422,nan
89.268000,0.0572,INERTIAL,4.6257,12.7325,1.4119,-94.1465,1.3249,94.0194,0.5370,0.7422,nan
89.272000,0.0572,INERTIAL,4.6257,12.7325,1.4116,-94.1520,1.3245,94.0194,0.5370,0.7422,nan
89.276000,0.0572,INERTIAL,4.6257,12.7325,1.4113,-94.1575,1.3241,94.0194,0.5370,0.7422,nan
89.280000,0.0572,INERTIAL,4.6257,12.7325,1.4109,-94.1630,1.3236,94.0470,0.5350,0.7399,nan
89.288000,0.0572,INERTIAL,4.6257,12.7325,1.4103,-94.1741,1.3228,94.0470,0.5350,0.7399,nan
89.292000,0.0572,INERTIAL,4.6257,12.7325,1.4097,-94.1795,1.3224,94.0470,0.5350,0.7399,nan
89.296000,0.0672,INERTIAL,4.6290,12.7414,1.4071,-94.1853,1.3223,94.0470,0.5350,0.7399,nan
89.300000,0.0672,INERTIAL,4.6290,12.7414,1.4068,-94.1908,1.3219,94.0745,0.5328,0.7375,nan
89.308000,0.0672,INERTIAL,4.6290,12.7414,1.4061,-94.2018,1.3210,94.0745,0.5328,0.7375,nan
89.312000,0.0672,INERTIAL,4.6290,12.7414,1.4058,-94.2074,1.3206,94.0745,0.5328,0.7375,nan
89.316000,0.0672,INERTIAL,4.6290,12.7414,1.4054,-94.2129,1.3202,94.0745,0.5328,0.7375,nan
89.320000,0.0672,INERTIAL,4.6290,12.7414,1.4051,-94.2184,1.3197,94.1021,0.5307,0.7352,nan
89.328000,0.0672,INERTIAL,4.6290,12.7414,1.4044,-94.2294,1.3189,94.1021,0.5307,0.7352,nan
89.332000,0.0672,INERTIAL,4.6290,12.7414,1.4040,-94.2349,1.3184,94.1021,0.5307,0.7352,nan
89.336000,0.0672,INERTIAL,4.6290,12.7414,1.4037,-94.2405,1.3180,94.1021,0.5307,0.7352,nan
89.340000,0.0672,INERTIAL,4.6290,12.7414,1.4033,-94.2460,1.3176,94.1296,0.5284,0.7329,nan
89.348000,0.0022,INERTIAL,4.6325,12.7511,1.4035,-94.2568,1.3171,94.1296,0.5284,0.7329,nan
89.352000,0.0022,INERTIAL,4.6325,12.7511,1.3998,-94.2628,1.3167,94.1296,0.5284,0.7329,nan
89.356000,0.0022,INERTIAL,4.6325,12.7511,1.3994,-94.2683,1.3163,94.1296,0.5284,0.7329,nan
89.360000,0.0022,INERTIAL,4.6325,12.7511,1.3990,-94.2738,1.3158,94.1572,0.5262,0.7306,nan
89.368000,0.0022,INERTIAL,4.6325,12.7511,1.3983,-94.2849,1.3150,94.1572,0.5262,0.7306,nan
89.372000,0.0022,INERTIAL,4.6325,12.7511,1.3979,-94.2904,1.3146,94.1572,0.5262,0.7306,nan
89.376000,0.0022,INERTIAL,4.6325,12.7511,1.3975,-94.2959,1.3141,94.1572,0.5262,0.7306,nan
89.380000,0.0022,INERTIAL,4.6325,12.7511,1.3972,-94.3014,1.3137,94.1847,0.5238,0.7283,nan
89.388000,0.0022,INERTIAL,4.6325,12.7511,1.3964,-94.3125,1.3129,94.1847,0.5238,0.7283,nan
89.392000,0.0022,INERTIAL,4.6325,12.7511,1.3960,-94.3180,1.3125,94.1847,0.5238,0.7283,nan
89.396000,0.0472,INERTIAL,4.6360,12.7608,1.3956,-94.3235,1.3120,94.1847,0.5238,0.7283,nan
89.400000,0.0472,INERTIAL,4.6360,12.7608,1.3952,-94.3290,1.3116,94.2122,0.5214,0.7260,nan
89.408000,0.0472,INERTIAL,4.6360,12.7608,1.3944,-94.3400,1.3108,94.2122,0.5214,0.7260,nan
89.412000,0.0472,INERTIAL,4.6360,12.7608,1.3940,-94.3455,1.3104,94.2122,0.5214,0.7260,nan
89.416000,0.0472,INERTIAL,4.6360,12.7608,1.3936,-94.3511,1.3100,94.2122,0.5214,0.7260,nan
89.420000,0.0472,INERTIAL,4.6360,12.7608,1.3923,-94.3568,1.3100,94.2398,0.5190,0.7237,nan
89.428000,0.0472,INERTIAL,4.6360,12.7608,1.3915,-94.3678,1.3092,94.2398,0.5190,0.7237,nan
89.432000,0.0472,INERTIAL,4.6360,12.7608,1.3911,-94.3734,1.3088,94.2398,0.5190,0.7237,nan
89.436000,0.0472,INERTIAL,4.6360,12.7608,1.3907,-94.3789,1.3084,94.2398,0.5190,0.7237,nan
89.440000,0.0472,INERTIAL,4.6360,12.7608,1.3903,-94.3844,1.3079,94.2673,0.5165,0.7215,nan
89.448000,0.0022,INERTIAL,4.6393,12.7698,1.3894,-94.3954,1.3071,94.2673,0.5165,0.7215,nan
89.452000,0.0022,INERTIAL,4.6393,12.7698,1.3890,-94.4009,1.3067,94.2673,0.5165,0.7215,nan
89.456000,0.0022,INERTIAL,4.6393,12.7698,1.3873,-94.4067,1.3068,94.2673,0.5165,0.7215,nan
89.460000,0.0022,INERTIAL,4.6393,12.7698,1.3869,-94.4122,1.3064,94.2949,0.5140,0.7192,nan
89.468000,0.0022,INERTIAL,4.6393,12.7698,1.3861,-94.4233,1.3055,94.2949,0.5140,0.7192,nan
89.472000,0.0022,INERTIAL,4.6393,12.7698,1.3856,-94.4288,1.3051,94.2949,0.5140,0.7192,nan
89.476000,0.0022,INERTIAL,4.6393,12.7698,1.3852,-94.4343,1.3047,94.2949,0.5140,0.7192,nan
89.480000,0.0022,INERTIAL,4.6393,12.7698,1.3848,-94.4398,1.3043,94.3224,0.5114,0.7170,nan
89.488000,0.0022,INERTIAL,4.6393,12.7698,1.3839,-94.4509,1.3035,94.3224,0.5114,0.7170,nan
89.492000,0.0022,INERTIAL,4.6393,12.7698,1.3834,-94.4564,1.3031,94.3224,0.5114,0.7170,nan
89.496000,0.0072,INERTIAL,4.6426,12.7788,1.3830,-94.4619,1.3027,94.3224,0.5114,0.7170,nan
89.500000,0.0072,INERTIAL,4.6426,12.7788,1.3811,-94.4677,1.3028,94.3500,0.5087,0.7148,nan
89.508000,0.0072,INERTIAL,4.6426,12.7788,1.3802,-94.4787,1.3020,94.3500,0.5087,0.7148,nan
89.512000,0.0072,INERTIAL,4.6426,12.7788,1.3798,-94.4842,1.3016,94.3500,0.5087,0.7148,nan
89.516000,0.0072,INERTIAL,4.6426,12.7788,1.3793,-94.4897,1.3012,94.3500,0.5087,0.7148,nan
89.520000,0.0072,INERTIAL,4.6426,12.7788,1.3789,-94.4953,1.3008,94.3775,0.5061,0.7126,nan
89.528000,0.0072,INERTIAL,4.6426,12.7788,1.3780,-94.5063,1.3000,94.3775,0.5061,0.7126,nan
89.532000,0.0072,INERTIAL,4.6426,12.7788,1.3775,-94.5118,1.2996,94.3775,0.5061,0.7126,nan
89.536000,0.0072,INERTIAL,4.6426,12.7788,1.3770,-94.5173,1.2992,94.3775,0.5061,0.7126,nan
89.540000,0.0072,INERTIAL,4.6426,12.7788,1.3766,-94.5228,1.2988,94.4051,0.5033,0.7104,nan
89.548000,0.0022,INERTIAL,4.6461,12.7886,1.3756,-94.5339,1.2980,94.4051,0.5033,0.7104,nan
89.552000,0.0022,INERTIAL,4.6461,12.7886,1.3752,-94.5394,1.2976,94.4051,0.5033,0.7104,nan
