t,est_x,est_y,est_z,gt_x,gt_y,gt_z,herr,hpl_op,hpl_dalc,ellipse_yaw,trust,state,nees,sep,latency,fault
1781044890.1382,97.9705,0.1172,1.2059,97.9505,0.1335,1.2000,0.0258,0.1469,0.4042,1.570796,0.9750,NOMINAL,0.2057,0.1203,0.0295,0
1781044890.1883,98.0711,0.1431,1.2440,98.0258,0.1237,1.2000,0.0493,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.8858,0.1719,0.0295,0
1781044890.2382,98.0293,0.0310,1.0745,98.1006,0.1139,1.2000,0.1093,0.1469,0.4042,1.570796,1.0000,NOMINAL,13.1698,0.0227,0.0295,0
1781044890.2884,98.1772,0.1204,1.1803,98.1754,0.1041,1.2000,0.0164,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.3166,0.1336,0.0295,0
1781044890.3384,98.3512,-0.0129,1.2244,98.2506,0.0942,1.2000,0.1470,0.1469,0.4042,1.570796,0.9800,NOMINAL,6.3712,0.1912,0.0295,0
1781044890.3883,98.2784,0.0147,1.2463,98.3256,0.0843,1.2000,0.0841,0.1469,0.4042,1.570796,0.9800,NOMINAL,3.3034,0.0542,0.0295,0
1781044890.4383,98.4403,0.0707,1.1953,98.4007,0.0744,1.2000,0.0398,0.1469,0.4042,1.570796,0.9950,NOMINAL,0.4529,0.1421,0.0295,0
1781044890.4882,98.5178,0.0523,1.2101,98.4755,0.0645,1.2000,0.0440,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.6018,0.1532,0.0295,0
1781044890.5383,98.5656,0.0550,1.1305,98.5507,0.0545,1.2000,0.0149,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.0805,0.1224,0.0295,0
1781044890.5883,98.5785,0.0710,1.1996,98.6256,0.0446,1.2000,0.0540,0.1469,0.4042,1.570796,0.9800,NOMINAL,0.8090,0.1092,0.0295,0
1781044890.6383,98.6739,-0.0716,1.2691,98.7005,0.0346,1.2000,0.1095,0.1469,0.4042,1.570796,1.0000,NOMINAL,6.3175,0.0641,0.0295,0
1781044890.6883,98.8749,0.0632,1.1788,98.7756,0.0246,1.2000,0.1065,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.4351,0.2235,0.0295,0
1781044890.7382,98.9002,-0.0311,1.1972,98.8505,0.0146,1.2000,0.0675,0.1469,0.4042,1.570796,0.9900,NOMINAL,1.2720,0.1313,0.0295,0
1781044890.7883,98.7869,-0.0554,1.1836,98.9256,0.0046,1.2000,0.1511,0.1469,0.4042,1.570796,0.9300,NOMINAL,6.5098,0.0481,0.0295,0
1781044890.8384,99.0686,0.0332,1.1869,99.0007,-0.0054,1.2000,0.0781,0.1469,0.4042,1.570796,0.9600,NOMINAL,1.8020,0.1841,0.0295,0
1781044890.8884,99.0137,-0.0246,1.1963,99.0757,-0.0154,1.2000,0.0627,0.1469,0.4042,1.570796,0.9800,NOMINAL,1.0993,0.0716,0.0295,0
1781044890.9384,99.1222,-0.0509,1.1960,99.1508,-0.0254,1.2000,0.0383,0.1469,0.4042,1.570796,0.9800,NOMINAL,0.4183,0.0698,0.0295,0
1781044890.9887,99.2110,-0.0825,1.1929,99.2256,-0.0354,1.2000,0.0493,0.1469,0.4042,1.570796,0.9500,NOMINAL,0.7080,0.0797,0.0295,0
1781044891.0384,99.3701,-0.0224,1.2347,99.3007,-0.0454,1.2000,0.0731,0.1469,0.4042,1.570796,0.9900,NOMINAL,2.2365,0.1754,0.0295,0
1781044891.0885,99.3739,-0.1438,1.1713,99.3756,-0.0553,1.2000,0.0885,0.1469,0.4042,1.570796,0.9900,NOMINAL,2.6879,0.0864,0.0295,0
1781044891.1383,99.4884,-0.1916,1.2177,99.4505,-0.0653,1.2000,0.1319,0.1469,0.4042,1.570796,1.0000,NOMINAL,5.0275,0.1180,0.0295,0
1781044891.1883,99.4986,-0.1099,1.2307,99.5256,-0.0752,1.2000,0.0440,0.1469,0.4042,1.570796,0.9650,NOMINAL,1.1251,0.0737,0.0295,0
1781044891.2383,99.6076,-0.0740,1.2969,99.6008,-0.0851,1.2000,0.0131,0.1469,0.4042,1.570796,0.9650,NOMINAL,5.9140,0.0000,0.0295,0
1781044891.2884,99.6871,-0.1274,1.1985,99.6755,-0.0950,1.2000,0.0344,0.1469,0.4042,1.570796,0.9950,NOMINAL,0.3309,0.0493,0.0295,0
1781044891.3385,99.7519,-0.1034,1.1638,99.7508,-0.1049,1.2000,0.0018,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.8210,0.0109,0.0295,0
1781044891.3884,99.8013,-0.0599,1.1873,99.8256,-0.1147,1.2000,0.0600,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.0995,0.0457,0.0295,0
1781044891.4384,99.9048,-0.1407,1.2457,99.9009,-0.1245,1.2000,0.0167,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.3842,0.0266,0.0295,0
1781044891.4884,99.9684,-0.0869,1.1721,99.9755,-0.1342,1.2000,0.0479,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.1211,0.0354,0.0295,0
1781044891.5384,100.0166,-0.1864,1.2264,100.0505,-0.1440,1.2000,0.0543,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.2558,0.0668,0.0295,0
1781044891.5884,100.1394,-0.2115,1.2539,100.1257,-0.1537,1.2000,0.0594,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.7960,0.0724,0.0295,0
1781044891.6384,100.3055,-0.2423,1.1649,100.2009,-0.1633,1.2000,0.1310,0.1469,0.4042,1.570796,1.0000,NOMINAL,5.5366,0.1312,0.0295,0
1781044891.6884,100.3260,-0.2242,1.1649,100.2755,-0.1729,1.2000,0.0721,0.1469,0.4042,1.570796,0.9800,NOMINAL,2.2116,0.0851,0.0295,0
1781044891.7382,100.2479,-0.2329,1.2232,100.3507,-0.1825,1.2000,0.1145,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.9759,0.1257,0.0295,0
1781044891.7884,100.4431,-0.1772,1.1399,100.4255,-0.1919,1.2000,0.0229,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.4021,0.0246,0.0295,0
1781044891.8383,100.4637,-0.2496,1.1984,100.5006,-0.2014,1.2000,0.0607,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.0266,0.0728,0.0295,0
1781044891.8884,100.5246,-0.1485,1.1774,100.5756,-0.2108,1.2000,0.0805,0.1469,0.4042,1.570796,0.9550,NOMINAL,2.1197,0.0674,0.0295,0
1781044891.9383,100.7595,-0.2167,1.2385,100.6507,-0.2201,1.2000,0.1089,0.1469,0.4042,1.570796,0.9850,NOMINAL,4.2200,0.1014,0.0295,0
1781044891.9884,100.7016,-0.2414,1.1912,100.7255,-0.2294,1.2000,0.0268,0.1469,0.4042,1.570796,0.9700,NOMINAL,0.2480,0.0289,0.0295,0
1781044892.0383,100.8116,-0.3620,1.2558,100.8007,-0.2386,1.2000,0.1239,0.1469,0.4042,1.570796,1.0000,NOMINAL,6.2100,0.1334,0.0295,0
1781044892.0883,100.8353,-0.1698,1.2120,100.8756,-0.2478,1.2000,0.0878,0.1469,0.4042,1.570796,0.9900,NOMINAL,2.2312,0.0738,0.0295,0
1781044892.1384,100.9671,-0.2580,1.1986,100.9506,-0.2568,1.2000,0.0165,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.0772,0.0146,0.0295,0
1781044892.1884,101.0743,-0.3275,1.2108,101.0256,-0.2658,1.2000,0.0785,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.7851,0.0929,0.0295,0
1781044892.2384,101.1180,-0.2291,1.2147,101.1008,-0.2748,1.2000,0.0488,0.1469,0.4042,1.570796,0.9950,NOMINAL,0.7953,0.0363,0.0295,0
1781044892.2883,101.1399,-0.3356,1.2188,101.1755,-0.2836,1.2000,0.0630,0.1469,0.4042,1.570796,0.9950,NOMINAL,1.3249,0.0703,0.0295,0
1781044892.3385,101.1658,-0.2166,1.2195,101.2507,-0.2924,1.2000,0.1138,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.8385,0.1117,0.0295,0
1781044892.3883,101.3362,-0.2856,1.1963,101.3261,-0.3011,1.2000,0.0185,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.1041,0.0201,0.0295,0
