t,est_x,est_y,est_z,gt_x,gt_y,gt_z,herr,hpl_op,hpl_dalc,ellipse_yaw,trust,state,nees,sep,latency,fault
1781044839.5384,22.0920,-0.6848,1.1525,22.0507,-0.5895,1.2000,0.1039,0.1469,0.4042,1.570796,0.9700,NOMINAL,4.4108,0.1086,nan,0
1781044839.5885,22.2453,-0.4831,1.1817,22.1255,-0.5875,1.2000,0.1589,0.1469,0.4042,1.570796,0.9650,NOMINAL,7.2201,0.1881,nan,0
1781044839.6383,22.2198,-0.5255,1.2487,22.2009,-0.5854,1.2000,0.0628,0.1469,0.4042,1.570796,0.9950,NOMINAL,2.5787,0.0748,nan,0
1781044839.6883,22.2535,-0.6497,1.2116,22.2757,-0.5831,1.2000,0.0702,0.1469,0.4042,1.570796,0.9350,NOMINAL,1.4545,0.0617,nan,0
1781044839.7384,22.3767,-0.6260,1.1690,22.3508,-0.5807,1.2000,0.0522,0.1469,0.4042,1.570796,0.9900,NOMINAL,1.3580,0.0583,nan,0
1781044839.7883,22.3770,-0.5940,1.1622,22.4258,-0.5781,1.2000,0.0513,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.6231,0.0197,nan,0
1781044839.8385,22.4974,-0.6886,1.2248,22.5010,-0.5753,1.2000,0.1134,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.9531,0.1089,nan,0
1781044839.8886,22.6278,-0.5432,1.1855,22.5756,-0.5724,1.2000,0.0598,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.1228,0.0900,nan,0
1781044839.9387,22.6411,-0.5576,1.2934,22.6514,-0.5693,1.2000,0.0155,0.1469,0.4042,1.570796,1.0000,NOMINAL,5.5163,0.0180,nan,0
1781044839.9888,22.7273,-0.5656,1.1997,22.7260,-0.5661,1.2000,0.0014,0.1469,0.4042,1.570796,0.9650,NOMINAL,0.0006,0.0317,nan,1
1781044840.0387,22.8022,-0.5620,1.2000,22.8007,-0.5627,1.2000,0.0016,0.1469,0.4042,1.570796,0.4000,DEGRADED,0.0007,0.0165,0.0300,1
1781044840.0885,22.8772,-0.5582,1.2001,22.8757,-0.5592,1.2000,0.0018,0.1469,0.4043,1.570796,0.4000,DEGRADED,0.0009,0.0310,0.0300,1
1781044840.1386,22.9527,-0.5546,1.2000,22.9511,-0.5554,1.2000,0.0019,0.1469,0.4043,1.570796,0.4000,DEGRADED,0.0010,0.0161,0.0300,1
1781044840.1882,23.0276,-0.5508,1.1997,23.0258,-0.5516,1.2000,0.0019,0.1469,0.4043,1.570796,0.4000,DEGRADED,0.0011,0.0304,0.0300,1
1781044840.2383,23.1027,-0.5470,1.1995,23.1009,-0.5476,1.2000,0.0019,0.1469,0.4043,1.570796,0.4000,DEGRADED,0.0011,0.0155,0.0300,1
1781044840.2885,23.1782,-0.5431,1.1993,23.1761,-0.5434,1.2000,0.0021,0.1469,0.4043,1.570796,0.4000,DEGRADED,0.0015,0.0298,0.0300,1
1781044840.3384,23.2533,-0.5393,1.1989,23.2510,-0.5391,1.2000,0.0023,0.1469,0.4044,1.570796,0.4000,DEGRADED,0.0023,0.0149,0.0300,1
1781044840.3883,23.3283,-0.5353,1.1983,23.3257,-0.5346,1.2000,0.0027,0.1469,0.4045,1.570796,0.4000,INERTIAL,0.0038,0.0293,0.0300,1
1781044840.4385,23.4036,-0.5308,1.1979,23.4008,-0.5300,1.2000,0.0029,0.1470,0.4045,1.570796,0.4000,INERTIAL,0.0050,0.0146,0.0300,1
1781044840.4884,23.4786,-0.5266,1.1975,23.4758,-0.5253,1.2000,0.0031,0.1470,0.4046,1.570796,0.4000,INERTIAL,0.0065,0.0286,0.0300,1
1781044840.5383,23.5539,-0.5222,1.1970,23.5512,-0.5203,1.2000,0.0033,0.1471,0.4048,1.570796,0.4000,INERTIAL,0.0085,0.0145,0.0300,1
1781044840.5884,23.6285,-0.5177,1.1964,23.6257,-0.5153,1.2000,0.0037,0.1471,0.4049,1.570796,0.4000,INERTIAL,0.0121,0.0282,0.0300,1
1781044840.6385,23.7040,-0.5133,1.1957,23.7010,-0.5101,1.2000,0.0044,0.1472,0.4051,1.570796,0.4000,INERTIAL,0.0166,0.0142,0.0300,1
1781044840.6884,23.7791,-0.5086,1.1950,23.7758,-0.5048,1.2000,0.0051,0.1472,0.4053,1.570796,0.4000,INERTIAL,0.0227,0.0282,0.0300,1
1781044840.7384,23.8546,-0.5037,1.1944,23.8509,-0.4993,1.2000,0.0058,0.1473,0.4055,1.570796,0.4000,INERTIAL,0.0284,0.0139,0.0300,1
1781044840.7883,23.9301,-0.4983,1.1938,23.9259,-0.4937,1.2000,0.0062,0.1474,0.4058,1.570796,0.4000,INERTIAL,0.0344,0.0284,0.0300,1
1781044840.8383,24.0056,-0.4929,1.1933,24.0009,-0.4879,1.2000,0.0068,0.1475,0.4061,1.570796,0.4000,INERTIAL,0.0404,0.0144,0.0300,1
1781044840.8885,24.0810,-0.4873,1.1927,24.0757,-0.4821,1.2000,0.0075,0.1477,0.4064,1.570796,0.4000,INERTIAL,0.0477,0.0281,0.0300,1
1781044840.9386,24.1567,-0.4818,1.1922,24.1508,-0.4760,1.2000,0.0083,0.1478,0.4068,1.570796,0.4000,INERTIAL,0.0560,0.0000,0.0300,1
1781044840.9884,24.2327,-0.4762,1.1919,24.2260,-0.4699,1.2000,0.0093,0.1480,0.4073,1.570796,0.4000,INERTIAL,0.0635,0.0155,0.0300,1
1781044841.0383,24.3082,-0.4708,1.1915,24.3007,-0.4636,1.2000,0.0104,0.1481,0.4077,1.570796,0.4000,INERTIAL,0.0725,0.0002,0.0300,1
1781044841.0885,24.3839,-0.4653,1.1909,24.3756,-0.4572,1.2000,0.0116,0.1483,0.4083,1.570796,0.4000,INERTIAL,0.0861,0.0154,0.0300,1
1781044841.1384,24.4598,-0.4597,1.1903,24.4507,-0.4506,1.2000,0.0128,0.1485,0.4089,1.570796,0.4000,INERTIAL,0.0999,0.0003,0.0300,1
1781044841.1885,24.5355,-0.4542,1.1898,24.5257,-0.4440,1.2000,0.0142,0.1488,0.4095,1.570796,0.4000,INERTIAL,0.1161,0.0155,0.0300,1
1781044841.2386,24.6116,-0.4486,1.1893,24.6009,-0.4372,1.2000,0.0156,0.1491,0.4103,1.570796,0.4000,INERTIAL,0.1334,0.0004,0.0300,1
1781044841.2884,24.6873,-0.4428,1.1889,24.6757,-0.4303,1.2000,0.0171,0.1493,0.4111,1.570796,0.4000,INERTIAL,0.1508,0.0157,0.0300,1
1781044841.3386,24.7637,-0.4370,1.1885,24.7509,-0.4232,1.2000,0.0188,0.1497,0.4120,1.570796,0.4000,INERTIAL,0.1706,0.0009,0.0300,1
1781044841.3883,24.8395,-0.4310,1.1881,24.8257,-0.4161,1.2000,0.0203,0.1500,0.4129,1.570796,0.4000,INERTIAL,0.1904,0.0162,0.0300,1
1781044841.4385,24.9156,-0.4250,1.1877,24.9009,-0.4088,1.2000,0.0219,0.1504,0.4140,1.570796,0.4000,INERTIAL,0.2118,0.0010,0.0300,1
1781044841.4885,24.9917,-0.4189,1.1871,24.9758,-0.4015,1.2000,0.0236,0.1508,0.4151,1.570796,0.4000,INERTIAL,0.2392,0.0163,0.0300,1
1781044841.5385,25.0684,-0.4129,1.1865,25.0512,-0.3939,1.2000,0.0256,0.1513,0.4164,1.570796,0.4000,INERTIAL,0.2719,0.0016,0.0300,1
1781044841.5885,25.1449,-0.4068,1.1860,25.1261,-0.3863,1.2000,0.0278,0.1518,0.4177,1.570796,0.4000,INERTIAL,0.3063,0.0172,0.0300,1
1781044841.6383,25.2215,-0.4007,1.1855,25.2010,-0.3787,1.2000,0.0301,0.1523,0.4192,1.570796,0.4000,INERTIAL,0.3460,0.0018,0.0300,1
1781044841.6885,25.2981,-0.3945,1.1850,25.2757,-0.3709,1.2000,0.0326,0.1529,0.4207,1.570796,0.4000,INERTIAL,0.3900,0.0176,0.0300,1
1781044841.7384,25.3753,-0.3881,1.1845,25.3508,-0.3630,1.2000,0.0351,0.1535,0.4224,1.570796,0.4000,INERTIAL,0.4381,0.0019,0.0300,1
1781044841.7883,25.4525,-0.3816,1.1838,25.4256,-0.3550,1.2000,0.0378,0.1541,0.4242,1.570796,0.4000,INERTIAL,0.4941,0.0179,0.0300,1
1781044841.8385,25.5303,-0.3750,1.1830,25.5010,-0.3468,1.2000,0.0407,0.1548,0.4262,1.570796,0.4000,INERTIAL,0.5570,0.0031,0.0300,1
1781044841.8885,25.6077,-0.3684,1.1824,25.5757,-0.3386,1.2000,0.0437,0.1556,0.4283,1.570796,0.4000,INERTIAL,0.6245,0.0190,0.0300,1
1781044841.9385,25.6855,-0.3618,1.1818,25.6508,-0.3303,1.2000,0.0469,0.1564,0.4305,1.570796,0.4000,INERTIAL,0.6980,0.0031,0.0300,1
1781044841.9883,25.7632,-0.3552,1.1812,25.7255,-0.3220,1.2000,0.0503,0.1573,0.4329,1.570796,0.4000,INERTIAL,0.7794,0.0194,0.0300,1
1781044842.0385,25.8418,-0.3488,1.1805,25.8009,-0.3134,1.2000,0.0541,0.1582,0.4355,1.570796,0.4000,INERTIAL,0.8735,0.0042,0.0300,1
1781044842.0883,25.9200,-0.3423,1.1799,25.8758,-0.3049,1.2000,0.0579,0.1592,0.4382,1.570796,0.4000,INERTIAL,0.9737,0.0205,0.0300,1
1781044842.1383,25.9982,-0.3359,1.1792,25.9507,-0.2962,1.2000,0.0618,0.1603,0.4411,1.570796,0.4000,INERTIAL,1.0811,0.0051,0.0300,1
1781044842.1884,26.0762,-0.3295,1.1786,26.0257,-0.2875,1.2000,0.0657,0.1614,0.4442,1.570796,0.4000,INERTIAL,1.1875,0.0206,0.0300,1
1781044842.2384,26.1545,-0.3230,1.1781,26.1008,-0.2787,1.2000,0.0697,0.1626,0.4475,1.570796,0.4000,INERTIAL,1.3007,0.0051,0.0300,1
1781044842.2885,26.2330,-0.3165,1.1775,26.1760,-0.2697,1.2000,0.0737,0.1638,0.4510,1.570796,0.4000,INERTIAL,1.4167,0.0215,0.0300,1
1781044842.3385,26.3113,-0.3101,1.1770,26.2510,-0.2608,1.2000,0.0780,0.1652,0.4546,1.570796,0.4000,INERTIAL,1.5424,0.0060,0.0300,1
1781044842.3886,26.3895,-0.3037,1.1767,26.3258,-0.2518,1.2000,0.0822,0.1666,0.4585,1.570796,0.4000,INERTIAL,1.6666,0.0218,0.0300,1
1781044842.4384,26.4679,-0.2974,1.1764,26.4008,-0.2427,1.2000,0.0866,0.1681,0.4626,1.570796,0.4000,INERTIAL,1.7962,0.0059,0.0300,1
1781044842.4886,26.5460,-0.2911,1.1761,26.4755,-0.2335,1.2000,0.0910,0.1696,0.4670,1.570796,0.4000,INERTIAL,1.9267,0.0217,0.0300,1
1781044842.5384,26.6247,-0.2848,1.1759,26.5509,-0.2242,1.2000,0.0955,0.1713,0.4715,1.570796,0.4000,INERTIAL,2.0626,0.0067,0.0300,1
1781044842.5887,26.7029,-0.2785,1.1758,26.6258,-0.2149,1.2000,0.1000,0.1730,0.4763,1.570796,0.4000,INERTIAL,2.1939,0.0221,0.0300,1
1781044842.6387,26.7814,-0.2720,1.1758,26.7010,-0.2055,1.2000,0.1043,0.1749,0.4814,1.570796,0.4000,INERTIAL,2.3207,0.0071,0.0300,1
1781044842.6886,26.8594,-0.2654,1.1758,26.7758,-0.1961,1.2000,0.1086,0.1768,0.4867,1.570796,0.4000,INERTIAL,2.4406,0.0223,0.0300,1
1781044842.7388,26.9376,-0.2587,1.1759,26.8508,-0.1867,1.2000,0.1129,0.1788,0.4922,1.570796,0.4000,INERTIAL,2.5600,0.0072,0.0300,1
1781044842.7887,27.0160,-0.2518,1.1761,26.9257,-0.1771,1.2000,0.1172,0.1809,0.4980,1.570796,0.4000,INERTIAL,2.6773,0.0228,0.0300,1
1781044842.8387,27.0948,-0.2448,1.1763,27.0011,-0.1675,1.2000,0.1215,0.1831,0.5041,1.570796,0.4000,INERTIAL,2.7914,0.0080,0.0300,1
1781044842.8886,27.1731,-0.2379,1.1763,27.0759,-0.1579,1.2000,0.1259,0.1854,0.5104,1.570796,0.4000,INERTIAL,2.9125,0.0237,0.0300,1
1781044842.9389,27.2517,-0.2308,1.1763,27.1509,-0.1482,1.2000,0.1303,0.1878,0.5171,1.570796,0.4000,INERTIAL,3.0286,0.0085,0.0300,1
1781044842.9886,27.3303,-0.2236,1.1763,27.2258,-0.1385,1.2000,0.1347,0.1904,0.5240,1.570796,0.4000,INERTIAL,3.1388,0.0473,0.0300,1
1781044843.0386,27.4089,-0.2163,1.1761,27.3011,-0.1288,1.2000,0.1389,0.1930,0.5312,1.570796,0.4000,INERTIAL,3.2384,0.0314,0.0300,1
1781044843.0884,27.4872,-0.2090,1.1759,27.3758,-0.1190,1.2000,0.1431,0.1957,0.5387,1.570796,0.4000,INERTIAL,3.3376,0.0476,0.0300,1
1781044843.1384,27.5656,-0.2016,1.1758,27.4510,-0.1092,1.2000,0.1472,0.1985,0.5464,1.570796,0.4000,INERTIAL,3.4226,0.0316,0.0300,1
1781044843.1884,27.6434,-0.1945,1.1757,27.5256,-0.0994,1.2000,0.1514,0.2015,0.5545,1.570796,0.4000,INERTIAL,3.5081,0.0473,0.0300,1
1781044843.2385,27.7220,-0.1873,1.1754,27.6010,-0.0894,1.2000,0.1556,0.2045,0.5629,1.570796,0.4000,INERTIAL,3.5904,0.0319,0.0300,1
1781044843.2890,27.7994,-0.1802,1.1750,27.6756,-0.0796,1.2000,0.1596,0.2077,0.5716,1.570796,0.4000,INERTIAL,3.6574,0.0470,0.0300,1
1781044843.3384,27.8780,-0.1729,1.1747,27.7513,-0.0696,1.2000,0.1635,0.2109,0.5806,1.570796,0.4000,INERTIAL,3.7160,0.0321,0.0300,1
1781044843.3886,27.9554,-0.1657,1.1743,27.8258,-0.0597,1.2000,0.1674,0.2143,0.5899,1.570796,0.3809,INERTIAL,3.7716,0.0476,0.0300,1
1781044843.4387,28.0335,-0.1586,1.1738,27.9012,-0.0497,1.2000,0.1714,0.2178,0.5996,1.570796,0.3677,INERTIAL,3.8273,0.0320,0.0300,1
1781044843.4885,28.1108,-0.1518,1.1730,27.9756,-0.0398,1.2000,0.1756,0.2214,0.6095,1.570796,0.3547,INERTIAL,3.8847,0.0470,0.0300,1
1781044843.5385,28.1891,-0.1447,1.1720,28.0511,-0.0298,1.2000,0.1796,0.2252,0.6198,1.570796,0.3420,INERTIAL,3.9307,0.0322,0.0300,1
1781044843.5887,28.2663,-0.1378,1.1708,28.1258,-0.0198,1.2000,0.1835,0.2290,0.6304,1.570796,0.3297,INERTIAL,3.9735,0.0475,0.0300,1
1781044843.6386,28.3441,-0.1309,1.1696,28.2009,-0.0098,1.2000,0.1875,0.2330,0.6413,1.570796,0.3297,INERTIAL,4.0110,0.0321,0.0300,1
1781044843.6886,28.4215,-0.1240,1.1681,28.2758,0.0002,1.2000,0.1915,0.2371,0.6526,1.570796,0.3060,INERTIAL,4.0459,0.0475,0.0300,1
1781044843.7385,28.4994,-0.1170,1.1663,28.3510,0.0102,1.2000,0.1955,0.2413,0.6642,1.570796,0.2946,INERTIAL,4.0816,0.0321,0.0300,1
1781044843.7886,28.5773,-0.1100,1.1643,28.4261,0.0202,1.2000,0.1996,0.2456,0.6761,1.570796,0.2946,INERTIAL,4.1123,0.0483,0.0300,1
1781044843.8385,28.6548,-0.1033,1.1623,28.5008,0.0302,1.2000,0.2038,0.2501,0.6884,1.570796,0.2836,INERTIAL,4.1480,0.0321,0.0300,1
1781044843.8888,28.7327,-0.0967,1.1601,28.5760,0.0402,1.2000,0.2080,0.2547,0.7010,1.570796,0.2729,INERTIAL,4.1785,0.0478,0.0300,1
1781044843.9383,28.8105,-0.0898,1.1580,28.6509,0.0502,1.2000,0.2122,0.2594,0.7139,1.570796,0.2625,INERTIAL,4.2018,0.0323,0.0300,1
1781044843.9888,28.8877,-0.0833,1.1560,28.7255,0.0601,1.2000,0.2165,0.2642,0.7272,1.570796,0.2428,INERTIAL,4.2245,0.0473,0.0300,1
1781044844.0383,28.9657,-0.0771,1.1537,28.8009,0.0701,1.2000,0.2209,0.2691,0.7408,1.570796,0.2335,INERTIAL,4.2484,0.0322,0.0300,1
1781044844.0888,29.0432,-0.0710,1.1515,28.8759,0.0800,1.2000,0.2253,0.2742,0.7547,1.570796,0.2335,INERTIAL,4.2681,0.0477,0.0300,1
1781044844.1385,29.1205,-0.0650,1.1491,28.9507,0.0898,1.2000,0.2298,0.2794,0.7690,1.570796,0.2244,INERTIAL,4.2875,0.0318,0.0300,1
1781044844.1885,29.1985,-0.0590,1.1466,29.0262,0.0998,1.2000,0.2343,0.2847,0.7837,1.570796,0.2073,INERTIAL,4.3063,0.0482,0.0300,1
1781044844.2385,29.2759,-0.0532,1.1440,29.1010,0.1096,1.2000,0.2390,0.2901,0.7986,1.570796,0.2073,INERTIAL,4.3241,0.0315,0.0300,1
1781044844.2885,29.3528,-0.0475,1.1415,29.1755,0.1194,1.2000,0.2435,0.2957,0.8140,1.570796,0.1992,INERTIAL,4.3327,0.0471,0.0300,1
1781044844.3383,29.4306,-0.0419,1.1390,29.2511,0.1292,1.2000,0.2480,0.3014,0.8296,1.570796,0.1915,INERTIAL,4.3382,0.0317,0.0300,1
1781044844.3885,29.5074,-0.0365,1.1365,29.3255,0.1389,1.2000,0.2527,0.3072,0.8456,1.570796,0.1840,INERTIAL,4.3481,0.0470,0.0300,1
1781044844.4385,29.5853,-0.0312,1.1340,29.4010,0.1487,1.2000,0.2575,0.3132,0.8620,1.570796,0.1768,INERTIAL,4.3538,0.0315,0.0300,1
1781044844.4885,29.6621,-0.0261,1.1315,29.4756,0.1583,1.2000,0.2623,0.3192,0.8787,1.570796,0.1698,INERTIAL,4.3563,0.0466,0.0300,1
1781044844.5383,29.7393,-0.0210,1.1287,29.5507,0.1679,1.2000,0.2670,0.3254,0.8957,1.570796,0.1568,INERTIAL,4.3559,0.0313,0.0300,1
1781044844.5884,29.8161,-0.0160,1.1258,29.6255,0.1775,1.2000,0.2716,0.3317,0.9131,1.570796,0.1568,INERTIAL,4.3504,0.0465,0.0300,1
1781044844.6384,29.8930,-0.0110,1.1230,29.7008,0.1870,1.2000,0.2760,0.3382,0.9309,1.570796,0.1447,INERTIAL,4.3362,0.0311,0.0300,1
1781044844.6884,29.9694,-0.0060,1.1202,29.7756,0.1965,1.2000,0.2803,0.3448,0.9490,1.570796,0.1447,INERTIAL,4.3181,0.0462,0.0300,1
1781044844.7383,30.0462,-0.0011,1.1173,29.8509,0.2059,1.2000,0.2846,0.3515,0.9674,1.570796,0.1337,INERTIAL,4.2969,0.0309,0.0300,1
1781044844.7886,30.1223,0.0036,1.1144,29.9256,0.2153,1.2000,0.2889,0.3583,0.9862,1.570796,0.1284,INERTIAL,4.2729,0.0459,0.0300,1
1781044844.8384,30.1985,0.0083,1.1117,30.0007,0.2246,1.2000,0.2932,0.3653,1.0054,1.570796,0.1235,INERTIAL,4.2440,0.0305,0.0300,1
1781044844.8884,30.2748,0.0128,1.1086,30.0756,0.2338,1.2000,0.2975,0.3723,1.0249,1.570796,0.1187,INERTIAL,4.2209,0.0458,0.0300,1
1781044844.9384,30.3513,0.0171,1.1053,30.1508,0.2430,1.2000,0.3021,0.3796,1.0447,1.570796,0.1141,INERTIAL,4.2009,0.0308,0.0300,1
1781044844.9884,30.4282,0.0213,1.1022,30.2263,0.2522,1.2000,0.3067,0.3869,1.0649,1.570796,0.1097,INERTIAL,4.1813,0.0000,0.0300,1
1781044845.0384,30.5039,0.0252,1.0991,30.3008,0.2612,1.2000,0.3113,0.3944,1.0855,1.570796,0.1054,INERTIAL,4.1581,0.0160,0.0300,1
1781044845.0884,30.5799,0.0289,1.0963,30.3756,0.2701,1.2000,0.3161,0.4020,1.1064,1.570796,0.1014,INERTIAL,4.1360,0.0006,0.0300,1
1781044845.1384,30.6564,0.0324,1.0935,30.4508,0.2790,1.2000,0.3211,0.4097,1.1277,1.570796,0.0975,INERTIAL,4.1162,0.0156,0.0300,1
1781044845.1882,30.7322,0.0358,1.0909,30.5254,0.2878,1.2000,0.3260,0.4175,1.1493,1.570796,0.0975,INERTIAL,4.0917,0.0008,0.0300,1
1781044845.2383,30.8090,0.0391,1.0884,30.6011,0.2966,1.2000,0.3310,0.4255,1.1713,1.570796,0.0902,INERTIAL,4.0660,0.0155,0.0300,1
1781044845.2896,30.8845,0.0422,1.0862,30.6756,0.3052,1.2000,0.3359,0.4336,1.1936,1.570796,0.0902,INERTIAL,4.0359,0.0010,0.0300,1
1781044845.3384,30.9604,0.0450,1.0838,30.7508,0.3138,1.2000,0.3409,0.4419,1.2163,1.570796,0.0835,INERTIAL,4.0063,0.0161,0.0300,1
1781044845.3884,31.0359,0.0479,1.0814,30.8257,0.3222,1.2000,0.3457,0.4503,1.2393,1.570796,0.0835,INERTIAL,3.9725,0.0012,0.0300,1
1781044845.4385,31.1117,0.0504,1.0790,30.9009,0.3307,1.2000,0.3507,0.4588,1.2628,1.570796,0.0774,INERTIAL,3.9425,0.0159,0.0300,1
1781044845.4887,31.1869,0.0529,1.0764,30.9755,0.3389,1.2000,0.3557,0.4674,1.2865,1.570796,0.0745,INERTIAL,3.9128,0.0013,0.0300,1
1781044845.5389,31.2627,0.0552,1.0737,31.0508,0.3472,1.2000,0.3608,0.4762,1.3106,1.570796,0.0745,INERTIAL,3.8845,0.0164,0.0300,1
1781044845.5891,31.3381,0.0572,1.0710,31.1258,0.3553,1.2000,0.3659,0.4851,1.3351,1.570796,0.0717,INERTIAL,3.8556,0.0016,0.0300,1
1781044845.6384,31.4134,0.0592,1.0683,31.2007,0.3633,1.2000,0.3711,0.4941,1.3600,1.570796,0.0665,INERTIAL,3.8278,0.0163,0.0300,1
1781044845.6885,31.4887,0.0610,1.0656,31.2756,0.3712,1.2000,0.3763,0.5032,1.3852,1.570796,0.0641,INERTIAL,3.7988,0.0021,0.0300,1
1781044845.7386,31.5641,0.0627,1.0631,31.3508,0.3790,1.2000,0.3815,0.5125,1.4107,1.570796,0.0641,INERTIAL,3.7671,0.0164,0.0300,1
1781044845.7886,31.6395,0.0643,1.0604,31.4259,0.3867,1.2000,0.3868,0.5219,1.4367,1.570796,0.0618,INERTIAL,3.7378,0.0018,0.0300,1
1781044845.8384,31.7146,0.0656,1.0577,31.5007,0.3943,1.2000,0.3922,0.5315,1.4630,1.570796,0.0574,INERTIAL,3.7103,0.0169,0.0300,1
1781044845.8884,31.7896,0.0666,1.0550,31.5756,0.4017,1.2000,0.3976,0.5412,1.4896,1.570796,0.0553,INERTIAL,3.6823,0.0023,0.0300,1
1781044845.9385,31.8647,0.0674,1.0522,31.6507,0.4091,1.2000,0.4032,0.5510,1.5167,1.570796,0.0533,INERTIAL,3.6569,0.0168,0.0300,1
1781044845.9885,31.9395,0.0680,1.0495,31.7257,0.4164,1.2000,0.4088,0.5610,1.5440,1.570796,0.0533,INERTIAL,3.6302,0.0026,0.0300,1
1781044846.0385,32.0144,0.0684,1.0466,31.8008,0.4235,1.2000,0.4145,0.5710,1.5718,1.570796,0.0514,INERTIAL,3.6052,0.0170,0.0300,1
1781044846.0884,32.0890,0.0688,1.0437,31.8756,0.4305,1.2000,0.4200,0.5813,1.5999,1.570796,0.0479,INERTIAL,3.5776,0.0031,0.0300,1
1781044846.1384,32.1639,0.0688,1.0405,31.9508,0.4375,1.2000,0.4258,0.5916,1.6284,1.570796,0.0462,INERTIAL,3.5551,0.0172,0.0300,1
1781044846.1886,32.2386,0.0685,1.0373,32.0258,0.4442,1.2000,0.4318,0.6021,1.6573,1.570796,0.0446,INERTIAL,3.5343,0.0034,0.0300,1
1781044846.2390,32.3133,0.0680,1.0340,32.1009,0.4509,1.2000,0.4379,0.6127,1.6865,1.570796,0.0446,INERTIAL,3.5141,0.0173,0.0300,1
1781044846.2884,32.3875,0.0673,1.0308,32.1757,0.4574,1.2000,0.4439,0.6235,1.7161,1.570796,0.0430,INERTIAL,3.4923,0.0041,0.0300,1
1781044846.3384,32.4618,0.0664,1.0275,32.2507,0.4638,1.2000,0.4500,0.6344,1.7461,1.570796,0.0401,INERTIAL,3.4715,0.0182,0.0300,1
1781044846.3884,32.5362,0.0649,1.0244,32.3257,0.4701,1.2000,0.4566,0.6454,1.7764,1.570796,0.0387,INERTIAL,3.4556,0.0045,0.0300,1
1781044846.4388,32.6106,0.0632,1.0212,32.4007,0.4763,1.2000,0.4633,0.6565,1.8072,1.570796,0.0374,INERTIAL,3.4403,0.0182,0.0300,1
1781044846.4889,32.6850,0.0614,1.0178,32.4759,0.4823,1.2000,0.4700,0.6678,1.8383,1.570796,0.0361,INERTIAL,3.4248,0.0048,0.0300,1
1781044846.5384,32.7593,0.0592,1.0146,32.5508,0.4882,1.2000,0.4769,0.6793,1.8697,1.570796,0.0349,INERTIAL,3.4116,0.0185,0.0300,1
1781044846.5884,32.8332,0.0568,1.0112,32.6256,0.4939,1.2000,0.4839,0.6908,1.9016,1.570796,0.0349,INERTIAL,3.3984,0.0054,0.0300,1
1781044846.6384,32.9073,0.0540,1.0079,32.7007,0.4995,1.2000,0.4911,0.7026,1.9338,1.570796,0.0338,INERTIAL,3.3866,0.0190,0.0300,1
1781044846.6884,32.9811,0.0509,1.0045,32.7756,0.5050,1.2000,0.4984,0.7144,1.9664,1.570796,0.0316,INERTIAL,3.3748,0.0060,0.0300,1
1781044846.7386,33.0548,0.0477,1.0010,32.8507,0.5103,1.2000,0.5056,0.7264,1.9994,1.570796,0.0305,INERTIAL,3.3629,0.0197,0.0300,1
1781044846.7885,33.1284,0.0443,0.9974,32.9257,0.5155,1.2000,0.5130,0.7385,2.0328,1.570796,0.0295,INERTIAL,3.3518,0.0067,0.0300,1
1781044846.8383,33.2021,0.0405,0.9938,33.0007,0.5205,1.2000,0.5206,0.7508,2.0665,1.570796,0.0285,INERTIAL,3.3430,0.0201,0.0300,1
1781044846.8884,33.2758,0.0364,0.9900,33.0757,0.5254,1.2000,0.5283,0.7632,2.1006,1.570796,0.0276,INERTIAL,3.3348,0.0074,0.0300,1
1781044846.9385,33.3493,0.0322,0.9859,33.1509,0.5302,1.2000,0.5361,0.7757,2.1352,1.570796,0.0267,INERTIAL,3.3273,0.0207,0.0300,1
1781044846.9884,33.4225,0.0276,0.9818,33.2256,0.5348,1.2000,0.5441,0.7884,2.1701,1.570796,0.0267,INERTIAL,3.3214,0.0081,0.0300,1
1781044847.0383,33.4963,0.0228,0.9776,33.3011,0.5393,1.2000,0.5522,0.8012,2.2053,1.570796,0.0250,INERTIAL,3.3162,0.0146,0.0300,1
1781044847.0884,33.5692,0.0175,0.9735,33.3758,0.5436,1.2000,0.5605,0.8142,2.2410,1.570796,0.0250,INERTIAL,3.3120,0.0293,0.0300,1
1781044847.1384,33.6424,0.0118,0.9694,33.4508,0.5477,1.2000,0.5692,0.8273,2.2771,1.570796,0.0235,INERTIAL,3.3097,0.0148,0.0300,1
1781044847.1885,33.7156,0.0057,0.9654,33.5257,0.5517,1.2000,0.5781,0.8405,2.3135,1.570796,0.0235,INERTIAL,3.3087,0.0295,0.0300,1
1781044847.2386,33.7886,-0.0006,0.9615,33.6008,0.5556,1.2000,0.5871,0.8539,2.3503,1.570796,0.0220,INERTIAL,3.3075,0.0147,0.0300,1
1781044847.2886,33.8614,-0.0072,0.9576,33.6758,0.5593,1.2000,0.5962,0.8674,2.3876,1.570796,0.0220,INERTIAL,3.3059,0.0292,0.0300,1
1781044847.3384,33.9342,-0.0140,0.9535,33.7508,0.5628,1.2000,0.6053,0.8811,2.4252,1.570796,0.0207,INERTIAL,3.3042,0.0144,0.0300,1
1781044847.3884,34.0071,-0.0210,0.9491,33.8257,0.5662,1.2000,0.6146,0.8949,2.4632,1.570796,0.0201,INERTIAL,3.3041,0.0293,0.0300,1
